,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,MoransI
CHPF,754,False,False,754,0.018631142,98.18032628632108,772.0,2.7635677,0.03780325,0.0035412651569079
TBP,763,False,False,763,0.018727677,98.15860604305435,776.0,2.7620757,0.037782844,0.0007765124747391
GCFC2,672,False,False,672,0.016772855,98.37822183608456,695.0,2.7612674,0.037771787,0.0008239680371221
PARP6,680,False,False,680,0.016796988,98.35891495318081,696.0,2.75938,0.037745968,0.0008100718670058
AGTRAP,720,False,False,720,0.018438073,98.26238053866203,764.0,2.7588928,0.037739303,0.0036578606336283
CEP152,713,False,False,713,0.017714065,98.27927406120281,734.0,2.7574306,0.037719302,-2.6001507911772296e-05
NUDT14,745,False,False,745,0.018510474,98.20204652958779,767.0,2.7574158,0.037719104,0.0012129781031212
C3,1041,False,False,1041,0.029298196,97.48769186214885,1214.0,2.7573047,0.037717577,0.1514523058601658
CRYZ,708,False,False,708,0.017641664,98.29134086301767,731.0,2.7552683,0.037689723,0.0013939040511206
RMND1,583,False,False,583,0.014383628,98.59301090838885,596.0,2.753743,0.037668858,7.423849174964502e-05
AKAP10,767,False,False,767,0.019379284,98.14895260160247,803.0,2.7537344,0.037668742,0.0002873749651952
ALG3,761,False,False,761,0.018944878,98.16343276378029,785.0,2.7531834,0.037661206,0.0019215033410505
SLC26A2,736,False,False,736,0.018582875,98.22376677285453,770.0,2.7531276,0.03766044,0.0018181853482259
PLEKHG5,831,False,False,831,0.020585964,97.99449753837243,853.0,2.7522361,0.037648246,0.0004906040440539
XPR1,809,False,False,809,0.020248093,98.04759146635776,839.0,2.7521918,0.037647642,0.0036402671632942
RUFY2,752,False,False,752,0.018848345,98.185153007047,781.0,2.7500505,0.03761835,0.0017304313364418
CTNND2,662,False,False,662,0.017786466,98.40235543971426,737.0,2.7478478,0.037588216,0.0731379406098619
TTI1,896,False,False,896,0.022058114,97.83762911477942,914.0,2.7444217,0.037541356,0.0006960160058995
PANK4,745,False,False,745,0.018438073,98.20204652958779,764.0,2.7443085,0.037539806,0.0006981693786248
EHD3,545,False,False,545,0.013635486,98.68471860218168,565.0,2.7440443,0.03753619,0.0168228553547126
SOBP,720,False,False,720,0.018196737,98.26238053866203,754.0,2.7436438,0.03753071,0.0069388762561249
ALG2,1019,False,False,1019,0.025123082,97.5407857901342,1041.0,2.7428656,0.037520066,0.0026795727515199
LAMA2,564,False,False,564,0.014094025,98.63886475528525,584.0,2.7418246,0.037505828,0.0085693505661142
LAMA1,421,False,False,421,0.010739454,98.98397528718988,445.0,2.7411606,0.03749674,0.0138016086686332
DCP1A,913,False,False,913,0.022516653,97.79660198860894,933.0,2.7402275,0.03748398,0.0015976660499026
PLEKHH2,814,False,False,814,0.020248093,98.0355246645429,839.0,2.739927,0.03747987,0.0035741475094727
BCS1L,724,False,False,724,0.018172603,98.25272709721015,753.0,2.739785,0.037477925,0.0011402568898024
POP1,762,False,False,762,0.019065548,98.16101940341731,790.0,2.7396007,0.037475407,0.0014529815069871
ADGRB2,652,False,False,652,0.01587991,98.42648904334396,658.0,2.7387335,0.037463542,0.0048059759356761
ESRP1,447,False,False,447,0.011559996,98.92122791775267,479.0,2.7378354,0.037451256,0.0328779239080151
EBAG9,746,False,False,746,0.018655276,98.19963316922482,773.0,2.7376564,0.03744881,0.0006401494268186
GNAI1,579,False,False,579,0.014480162,98.60266434984072,600.0,2.7356656,0.037421573,0.0033870469103436
ABHD6,470,False,False,470,0.011801332,98.86572062940438,489.0,2.7351508,0.037414532,0.0013828013232122
YOD1,778,False,False,778,0.019524086,98.12240563760982,809.0,2.73466,0.03740782,0.0147304946560018
UPP2,607,False,False,607,0.015059369,98.53509025967757,624.0,2.7332323,0.03738829,0.0016798274721765
SKAP2,506,False,False,506,0.012935611,98.77883965633748,536.0,2.732237,0.037374675,0.0117471139180235
5530601H04RIK,759,False,False,759,0.019041413,98.16825948450622,789.0,2.7310073,0.037357856,0.0010554750455015
PIGH,797,False,False,797,0.019861955,98.07655179071338,823.0,2.7300308,0.037344497,0.0011261402463753
PEX14,894,False,False,894,0.022058114,97.84245583550536,914.0,2.7294586,0.037336666,0.0004232370159634
LONRF1,655,False,False,655,0.016579786,98.41924896225504,687.0,2.7289197,0.037329298,0.0028204414334953
SERPINC1,1103,False,False,1103,0.03127715,97.33806351964476,1296.0,2.7280195,0.03731698,0.1527117786636778
FGD1,845,False,False,845,0.020972101,97.96071049329086,869.0,2.7238185,0.037259515,0.0013129840576104
SAP30,1001,False,False,1001,0.02497828,97.58422627666764,1035.0,2.721855,0.037232656,0.0021252138417196
TSPAN11,656,False,False,656,0.016362583,98.41683560189207,678.0,2.721807,0.037232004,0.0083266354869461
ADPGK,715,False,False,715,0.017520996,98.27444734047688,726.0,2.7207463,0.03721749,0.0012713917045765
8430419L09RIK,652,False,False,652,0.016121248,98.42648904334396,668.0,2.7203681,0.03721232,0.0009479840076492
ADPRM,722,False,False,722,0.017955402,98.2575538179361,744.0,2.7203414,0.037211955,0.0016617417520963
KLHL20,737,False,False,737,0.01822087,98.22135341249155,755.0,2.7193167,0.037197936,0.0004982469622967
EMP2,642,False,False,642,0.016048847,98.45062264697366,665.0,2.7186718,0.037189115,0.00509189439223
ZFP280B,618,False,False,618,0.015348972,98.50854329568492,636.0,2.7184665,0.037186306,0.0002858035859916
PTGR2,647,False,False,647,0.016362583,98.4385558451588,678.0,2.7181568,0.03718207,0.0182398464331926
VANGL1,814,False,False,814,0.020368762,98.0355246645429,844.0,2.717492,0.037172977,0.0083299683318271
D5ERTD579E,776,False,False,776,0.01908968,98.12723235833575,791.0,2.7170913,0.037167493,-0.0002379645663336
APEX2,737,False,False,737,0.018245004,98.22135341249155,756.0,2.7169719,0.03716586,0.0015462255607862
PROSER1,708,False,False,708,0.017352061,98.29134086301767,719.0,2.7134361,0.037117492,0.0016334683827581
SLC12A7,590,False,False,590,0.014673231,98.57611738584805,608.0,2.712378,0.037103023,0.0016039000287912
BTBD11,535,False,False,535,0.013345883,98.70885220581137,553.0,2.7102613,0.037074067,0.007036295977311
INPP5E,661,False,False,661,0.016314317,98.40476880007722,676.0,2.7080517,0.03704384,0.0011565085377915
MAST3,683,False,False,683,0.016990056,98.3516748720919,704.0,2.7079613,0.037042607,0.0005938347505002
E330013P04RIK,357,False,False,357,0.009025968,99.13843035041992,374.0,2.705121,0.03700375,0.0186626813889181
MFHAS1,850,False,False,850,0.021092769,97.94864369147601,874.0,2.7050226,0.037002407,0.0021240180214094
GFOD2,668,False,False,668,0.01667632,98.38787527753644,691.0,2.7042809,0.03699226,0.0008298684557518
2810408A11RIK,691,False,False,691,0.017158993,98.33236798918814,711.0,2.7042081,0.03699127,0.004313535114765
RELL1,708,False,False,708,0.017520996,98.29134086301767,726.0,2.704204,0.036991213,0.0016207392107619
LMF1,701,False,False,701,0.017303795,98.30823438555845,717.0,2.703338,0.036979362,-0.0003459730289461
GPR137,749,False,False,749,0.01848634,98.19239308813592,766.0,2.7017663,0.03695786,-0.00016394534009
TICRR,660,False,False,660,0.016579786,98.4071821604402,687.0,2.7013009,0.036951497,0.0020230359276164
AKT1S1,768,False,False,768,0.018848345,98.14653924123951,781.0,2.7013006,0.036951493,0.000982627137997
PTPN4,631,False,False,631,0.015855778,98.47716961096631,657.0,2.7012517,0.036950823,0.0008867311310108
EYA4,448,False,False,448,0.011125592,98.91881455738971,461.0,2.7010026,0.036947418,0.0145063010801361
GPR153,658,False,False,658,0.016434984,98.41200888116613,681.0,2.700574,0.036941554,0.0088290203564649
ST6GALNAC5,317,False,False,317,0.008229559,99.23496476493871,341.0,2.7004848,0.036940333,0.0189823445645915
STAT5B,775,False,False,775,0.019234482,98.12964571869873,797.0,2.700308,0.036937915,0.0035957927782962
KITL,574,False,False,574,0.014456028,98.61473115165556,599.0,2.6989038,0.036918707,0.0057840949914061
ZFP46,749,False,False,749,0.018775944,98.19239308813592,778.0,2.6984537,0.03691255,0.002256492818697
PHF8,573,False,False,573,0.014214693,98.61714451201854,589.0,2.6981392,0.036908243,0.0001755654555715
AKR1B8,510,False,False,510,0.012742543,98.76918621488561,528.0,2.6977115,0.036902394,0.0052863138683733
DIS3L2,806,False,False,806,0.019910224,98.05483154744667,825.0,2.695256,0.03686881,0.000567268400606
COX17,793,False,False,793,0.019741287,98.08620523216527,818.0,2.6952062,0.036868125,0.0116194152212292
IQGAP3,669,False,False,669,0.016652187,98.38546191717347,690.0,2.695176,0.036867715,0.0006103926083325
SLITRK6,506,False,False,506,0.013056279,98.77883965633748,541.0,2.6945918,0.03685972,0.0226329936456063
INTS12,881,False,False,881,0.02176851,97.87382952022396,902.0,2.694272,0.036855347,0.0007700194380846
RABEP2,594,False,False,594,0.014818032,98.56646394439618,614.0,2.6915047,0.036817495,0.0017449074196881
METTL23,834,False,False,834,0.020706631,97.98725745728352,858.0,2.6914568,0.036816835,0.0009929176203895
RING1,778,False,False,778,0.019162081,98.12240563760982,794.0,2.690692,0.036806375,0.0005730736900115
SLC12A9,578,False,False,578,0.014431895,98.60507771020369,598.0,2.6900094,0.03679704,0.0011169818684982
FARP2,640,False,False,640,0.015783377,98.45544936769959,654.0,2.6897223,0.03679311,0.0013244681264764
PTCD1,613,False,False,613,0.015155903,98.52061009749976,628.0,2.6889246,0.036782198,0.0014165218485736
DEPDC5,682,False,False,682,0.016893523,98.35408823245487,700.0,2.688849,0.036781166,0.0007485050888351
KLC4,824,False,False,824,0.020465296,98.01139106091321,848.0,2.6883993,0.036775015,0.0013780131846454
SPRYD4,752,False,False,752,0.018775944,98.185153007047,778.0,2.6882045,0.036772348,0.0018289162520224
5730508B09RIK,674,False,False,674,0.017496863,98.37339511535863,725.0,2.6876578,0.03676487,0.0409823151051157
IFFO1,643,False,False,643,0.016024712,98.44820928661068,664.0,2.6875482,0.03676337,0.0097823514302863
XPC,726,False,False,726,0.017979534,98.24790037648422,745.0,2.6873965,0.036761295,0.0011080021116048
FBXO6,586,False,False,586,0.014938701,98.58577082729994,619.0,2.6864996,0.036749028,0.0100057770465905
SNX24,649,False,False,649,0.016024712,98.43372912443286,664.0,2.6864522,0.036748376,0.0024633206078447
HMHA1,694,False,False,694,0.01807607,98.32512790809925,749.0,2.6856215,0.036737017,0.0139079495556882
CERK,828,False,False,828,0.020875568,98.00173761946134,865.0,2.683854,0.036712836,0.0002289497606572
TWISTNB,679,False,False,679,0.016796988,98.36132831354378,696.0,2.6837451,0.03671135,0.0023405749158095
C230052I12RIK,653,False,False,653,0.01641085,98.42407568298098,680.0,2.6829169,0.03670002,0.0121108584016927
DTX2,711,False,False,711,0.017665798,98.28410078192876,732.0,2.6821415,0.03668941,0.0005836625521215
1500011B03RIK,589,False,False,589,0.0146973645,98.57853074621103,609.0,2.6815658,0.036681537,0.0020184079144552
TATDN2,709,False,False,709,0.0178106,98.2889275026547,738.0,2.6806917,0.036669582,0.0045742759817867
RNF123,1010,False,False,1010,0.025364418,97.56250603340091,1051.0,2.6798248,0.03665772,0.0106055337583266
CDC14B,769,False,False,769,0.019403417,98.14412588087653,804.0,2.6791408,0.036648367,0.0022046779559758
DNMT3B,905,False,False,905,0.022661453,97.81590887151269,939.0,2.6774292,0.036624953,0.005320594398942
GM8730,631,False,False,631,0.0153972395,98.47716961096631,638.0,2.677417,0.036624786,0.0018267008945872
MAGI2,690,False,False,690,0.017352061,98.33478134955112,719.0,2.6771421,0.036621023,0.0054737656382211
6330408A02RIK,698,False,False,698,0.017762333,98.31547446664736,736.0,2.6760643,0.036606282,0.0005108405743667
GOSR1,786,False,False,786,0.019644754,98.10309875470605,814.0,2.6756346,0.036600407,0.0009835063063682
RPS7,806,False,False,806,0.019717155,98.05483154744667,817.0,2.674818,0.036589235,0.000872549813597
LYRM4,751,False,False,751,0.018679408,98.18756636740999,774.0,2.673169,0.03656667,0.0026043013683043
1700017B05RIK,497,False,False,497,0.012163336,98.80055989960421,504.0,2.6731012,0.036565747,0.0008975260383054
SPATA7,618,False,False,618,0.015324838,98.50854329568492,635.0,2.6724038,0.036556207,0.0013533770209397
ZIM1,343,False,False,343,0.008736365,99.17221739550149,362.0,2.6718166,0.036548175,0.0095932127696752
CCDC85B,660,False,False,660,0.01641085,98.4071821604402,680.0,2.6713471,0.036541756,-0.0002226821719489
SLC36A4,633,False,False,633,0.015783377,98.47234289024037,654.0,2.6707006,0.03653291,0.002345716382247
1110032A03RIK,713,False,False,713,0.017858867,98.27927406120281,740.0,2.6702178,0.036526307,0.0016732090900767
PDGFRL,669,False,False,669,0.016531518,98.38546191717347,685.0,2.6692214,0.036512677,0.0068374601707783
COG1,835,False,False,835,0.020561831,97.98484409692055,852.0,2.6692142,0.03651258,0.0006144451875335
HOXC4,191,False,False,191,0.0047784536,99.53904817067286,198.0,2.668877,0.036507964,0.0192265236739238
1110007C09RIK,685,False,False,685,0.016821122,98.34684815136596,697.0,2.6679678,0.036495525,0.0013219864396079
PRKD2,720,False,False,720,0.017883,98.26238053866203,741.0,2.666898,0.036480892,0.0009433921101329
BCL10,790,False,False,790,0.01935515,98.09344531325418,802.0,2.665577,0.036462825,0.0010017404823655
5730409E04RIK,732,False,False,732,0.018438073,98.2334202143064,764.0,2.6646938,0.036450744,0.0025814035871797
ZFP407,762,False,False,762,0.018896611,98.16101940341731,783.0,2.6644583,0.03644752,0.0004772011238661
CC2D2A,666,False,False,666,0.016724586,98.39270199826238,693.0,2.664058,0.036442045,0.0023673471742023
CCDC106,746,False,False,746,0.018438073,98.19963316922482,764.0,2.6597345,0.036382906,0.0026283471904757
TMEM87A,586,False,False,586,0.0146249635,98.58577082729994,606.0,2.6591046,0.036374286,0.0002861467178512
DMPK,871,False,False,871,0.021840911,97.89796312385364,905.0,2.6586783,0.036368456,0.0096456684754732
AU020206,639,False,False,639,0.015783377,98.45786272806255,654.0,2.6550174,0.03631838,0.0051380033305613
CLN8,831,False,False,831,0.02048943,97.99449753837243,849.0,2.654667,0.036313582,0.0022633426305293
B9D2,721,False,False,721,0.017979534,98.25996717829906,745.0,2.6533973,0.036296215,0.0037916732411865
BOK,707,False,False,707,0.017738199,98.29375422338063,735.0,2.652174,0.03627948,0.0044346951557942
HPS5,666,False,False,666,0.016652187,98.39270199826238,690.0,2.6515603,0.036271088,0.0012750111716108
FRS2,748,False,False,748,0.01882421,98.1948064484989,780.0,2.650987,0.036263246,-0.0004298910844734
BCAT1,777,False,False,777,0.019524086,98.12481899797277,809.0,2.6508415,0.036261257,0.0122708632622618
DBP,752,False,False,752,0.018896611,98.185153007047,783.0,2.648754,0.0362327,0.0043193208637727
USP30,627,False,False,627,0.015638575,98.48682305241819,648.0,2.6469767,0.036208387,0.0007590195114856
SF3A2,683,False,False,683,0.016772855,98.3516748720919,695.0,2.6451824,0.036183838,0.0014817266540849
UBE2Q2,698,False,False,698,0.017303795,98.31547446664736,717.0,2.6445513,0.03617521,0.0013552897679691
HIST3H2BA,752,False,False,752,0.018703543,98.185153007047,775.0,2.644129,0.036169436,0.0142345601216133
TMEM200A,455,False,False,455,0.011342794,98.90192103484893,470.0,2.6437323,0.036164004,0.0075045207286848
FAM188A,859,False,False,859,0.021358239,97.9269234482093,885.0,2.6437163,0.03616379,0.004527357318217
MAP3K1,609,False,False,609,0.015083502,98.53026353895163,625.0,2.6427023,0.036149915,0.0008898139312115
GM19426,668,False,False,668,0.016603919,98.38787527753644,688.0,2.6407335,0.036122985,0.0003795418539648
GRASP,709,False,False,709,0.017714065,98.2889275026547,734.0,2.640135,0.036114797,0.0041608874806567
SH3YL1,597,False,False,597,0.014962834,98.55922386330727,620.0,2.6389363,0.036098402,0.0038075283380604
ALG13,788,False,False,788,0.019499952,98.09827203398012,808.0,2.6367733,0.036068812,0.0019253306678462
ZKSCAN5,820,False,False,820,0.020344628,98.0210445023651,843.0,2.636731,0.03606823,0.0003794102839164
FAM110A,720,False,False,720,0.017955402,98.26238053866203,744.0,2.6354983,0.036051374,0.0052871565251248
PYCARD,529,False,False,529,0.01312868,98.72333236798919,544.0,2.6352944,0.036048584,0.0059659206364574
ASB7,726,False,False,726,0.017955402,98.24790037648422,744.0,2.6345341,0.036038183,0.0022269710906257
CEP55,822,False,False,822,0.020561831,98.01621778163916,852.0,2.6334453,0.03602329,0.002050925313101
EARS2,520,False,False,520,0.012959745,98.74505261125591,537.0,2.6323009,0.036007635,0.0012368158200306
HEMGN,1236,False,False,1236,0.035862535,97.01708659136983,1486.0,2.6311467,0.035991848,0.1964561368156173
BCAS3,740,False,False,740,0.018389806,98.21411333140264,762.0,2.6309586,0.035989273,0.0018186241531779
CAMK2N1,592,False,False,592,0.0146973645,98.57129066512212,609.0,2.6306944,0.03598566,0.0084050830320966
MRI1,678,False,False,678,0.01694179,98.36374167390674,702.0,2.6305373,0.03598351,0.0032552533819188
ETV5,643,False,False,643,0.01607298,98.44820928661068,666.0,2.6303365,0.035980765,0.0081890297283937
TGOLN1,829,False,False,829,0.020465296,97.99932425909836,848.0,2.6296701,0.03597165,0.0008158434426669
MAPKBP1,741,False,False,741,0.018365672,98.21169997103968,761.0,2.628531,0.035956066,0.0009384542393077
HSDL2,855,False,False,855,0.021213438,97.93657688966117,879.0,2.6255019,0.03591463,0.0010113630370727
ERAL1,884,False,False,884,0.021889178,97.86658943913505,907.0,2.6242852,0.03589799,0.000678296473388
POLR3G,584,False,False,584,0.0146249635,98.59059754802587,606.0,2.624143,0.035896044,0.0036979658778685
NBEAL1,777,False,False,777,0.019451685,98.12481899797277,806.0,2.6230567,0.03588118,0.0010711204287493
WBP2,736,False,False,736,0.01814847,98.22376677285453,752.0,2.6213524,0.035857867,0.0025215122058024
RGMB,502,False,False,502,0.012356405,98.78849309778937,512.0,2.6212928,0.035857055,0.005658597482316
CD44,509,False,False,509,0.012766676,98.77159957524859,529.0,2.620812,0.035850476,0.0082443909052688
MED26,686,False,False,686,0.017038325,98.34443479100298,706.0,2.6206627,0.035848435,5.904897946746177e-05
CEP104,757,False,False,757,0.018775944,98.17308620523217,778.0,2.6201508,0.03584143,0.0002054652291155
AHSG,1263,False,False,1263,0.037069216,96.95192586156965,1536.0,2.6200104,0.035839513,0.1963595650019197
CENPW,720,False,False,720,0.017738199,98.26238053866203,735.0,2.6181402,0.03581393,0.0034510331260554
KCNE1L,479,False,False,479,0.012139203,98.84400038613765,503.0,2.617404,0.03580386,0.0215421233582869
EPDR1,387,False,False,387,0.009629308,99.06602953953085,399.0,2.6166458,0.035793487,0.0084161051845907
SIRT1,794,False,False,794,0.019717155,98.08379187180229,817.0,2.6122062,0.035732757,0.0004594603284376
HOOK2,714,False,False,714,0.017762333,98.27686070083985,736.0,2.6089625,0.035688385,0.0012038719946726
SLC25A33,647,False,False,647,0.016097113,98.4385558451588,667.0,2.608947,0.035688177,0.0036696872027096
PCSK6,495,False,False,495,0.012694276,98.80538662033015,526.0,2.6079733,0.035674855,0.0177590035165129
POC5,650,False,False,650,0.01607298,98.4313157640699,666.0,2.6043391,0.03562514,0.0011082459494813
RNFT2,744,False,False,744,0.018679408,98.20445988995077,774.0,2.6037948,0.035617694,0.0024977594698504
ADAMTS8,196,False,False,196,0.0050197896,99.526981368858,208.0,2.6029913,0.03560671,0.0488949835458292
GSTP1,932,False,False,932,0.022999324,97.75074814171252,953.0,2.5997384,0.035562206,0.0021181408677703
F13A1,396,False,False,396,0.009894777,99.04430929626412,410.0,2.598915,0.03555095,0.0092504034392204
FBXO17,615,False,False,615,0.015204171,98.51578337677383,630.0,2.5957892,0.035508186,0.0050840951213279
SUFU,763,False,False,763,0.018848345,98.15860604305435,781.0,2.5957556,0.035507724,0.001132976291738
DPH7,618,False,False,618,0.015252437,98.50854329568492,632.0,2.594516,0.03549077,0.0015140169874912
AAR2,741,False,False,741,0.018124336,98.21169997103968,751.0,2.5938416,0.035481542,0.0011712637324567
CBFA2T3,608,False,False,608,0.015445506,98.53267689931461,640.0,2.5928829,0.03546843,0.0080470370436606
PWP2,703,False,False,703,0.017496863,98.3034076648325,725.0,2.5923977,0.03546179,0.0041364126345194
ZFP41,702,False,False,702,0.017303795,98.30582102519548,717.0,2.5919335,0.035455443,0.0017044520289999
GSKIP,868,False,False,868,0.021334106,97.90520320494255,884.0,2.5912476,0.03544606,-0.0001041539908894
GPRC5B,605,False,False,605,0.014986968,98.53991698040352,621.0,2.5910223,0.03544298,0.0060020672464767
NAV3,467,False,False,467,0.01165653,98.8729607104933,483.0,2.5898213,0.03542655,0.0111200905836215
ACRBP,689,False,False,689,0.017183125,98.33719470991409,712.0,2.5876951,0.03539747,0.0012850150460633
GALNTL6,168,False,False,168,0.0044405833,99.59455545902114,184.0,2.5873806,0.035393164,0.0312358028015417
LRCH1,656,False,False,656,0.016217781,98.41683560189207,672.0,2.5872273,0.03539107,0.0005918354411304
ASB3,653,False,False,653,0.016217781,98.42407568298098,672.0,2.5871396,0.035389867,3.202268093260836e-05
DISP1,681,False,False,681,0.016893523,98.35650159281784,700.0,2.5868285,0.035385612,0.0042827346892378
TOB2,538,False,False,538,0.013249349,98.70161212472246,549.0,2.5861473,0.03537629,0.0001430769459774
LMOD3,361,False,False,361,0.009436239,99.12877690896804,391.0,2.5834699,0.03533967,0.0542889688911998
ZFP7,728,False,False,728,0.01841394,98.24307365575827,763.0,2.5803087,0.035296425,0.0014781418498024
SP3OS,735,False,False,735,0.01807607,98.22618013321748,749.0,2.5792964,0.03528258,0.0006224981929808
USP20,638,False,False,638,0.015807511,98.46027608842553,655.0,2.5783095,0.03526908,0.0008663342020967
ZFP426,664,False,False,664,0.016628053,98.39752871898831,689.0,2.5782661,0.035268486,0.0009082836676137
SUSD6,482,False,False,482,0.011994401,98.83676030504876,497.0,2.5773318,0.035255704,0.0001422331222939
CDCA5,851,False,False,851,0.021213438,97.94623033111304,879.0,2.5760562,0.035238255,0.0033402460823571
ZFP628,617,False,False,617,0.015542041,98.51095665604788,644.0,2.574484,0.03521675,0.0005136144243105
2610037D02RIK,682,False,False,682,0.017255526,98.35408823245487,715.0,2.5743363,0.03521473,0.0021678388921272
POT1A,710,False,False,710,0.017593397,98.28651414229172,729.0,2.571687,0.035178486,-0.0003027734929741
PXMP4,734,False,False,734,0.01834154,98.22859349358046,760.0,2.5711334,0.035170913,0.0010074760242273
TIGD2,677,False,False,677,0.016772855,98.36615503426972,695.0,2.568133,0.035129875,0.0008791595763503
YJEFN3,823,False,False,823,0.020103293,98.01380442127619,833.0,2.5674818,0.035120964,0.0006580243232617
PAK3,724,False,False,724,0.018389806,98.25272709721015,762.0,2.5652852,0.035090916,0.0095681377820767
BLOC1S2,784,False,False,784,0.019427551,98.10792547543198,805.0,2.5647535,0.035083644,8.211321862694804e-05
PRKCB,313,False,False,313,0.007939955,99.24461820639058,329.0,2.5645149,0.03508038,0.016506963115168
WDR90,562,False,False,562,0.013707886,98.6436914760112,568.0,2.5637712,0.03507021,0.001108058618019
GM7325,492,False,False,492,0.013056279,98.81262670141906,541.0,2.5620856,0.035047147,0.0699821828419976
NDUFAF6,697,False,False,697,0.017134858,98.31788782701032,710.0,2.5620828,0.03504711,0.0013399659103393
ATXN1L,821,False,False,821,0.020320494,98.01863114200212,842.0,2.5616841,0.035041656,0.0007753684275217
CCNE2,799,False,False,799,0.019789554,98.07172506998745,820.0,2.5605063,0.03502555,0.0060116233944777
ST3GAL4,687,False,False,687,0.017110726,98.34202143064003,709.0,2.5588627,0.03500306,0.0030957058713653
RECQL4,778,False,False,778,0.019717155,98.12240563760982,817.0,2.5580444,0.03499187,0.0024475205416581
0610009B22RIK,873,False,False,873,0.021551307,97.89313640312771,893.0,2.5579877,0.034991093,0.0004114370239574
CDK5R1,663,False,False,663,0.016917655,98.39994207935129,701.0,2.5552924,0.034954224,0.0132286479061102
SRCAP,788,False,False,788,0.019596485,98.09827203398012,812.0,2.5540197,0.034936816,0.0011984606974001
LETMD1,875,False,False,875,0.021744376,97.88830968240177,901.0,2.5537014,0.03493246,0.0016395560877872
NFKBIL1,770,False,False,770,0.019113814,98.14171252051355,792.0,2.5534034,0.034928385,-0.0002490620620919
SIX3OS1,684,False,False,684,0.019982623,98.34926151172894,828.0,2.5529387,0.03492203,0.1668627288389085
ERRFI1,616,False,False,616,0.015252437,98.51337001641085,632.0,2.5522835,0.034913063,0.0048293190632149
SH3RF1,617,False,False,617,0.015348972,98.51095665604788,636.0,2.5515292,0.034902748,0.0049689760272161
HAGLR,133,False,False,133,0.0032580364,99.67902307172507,135.0,2.5513995,0.034900974,0.0191777110197429
YIPF4,741,False,False,741,0.018269138,98.21169997103968,757.0,2.549432,0.03487406,0.0007438527232145
KIRREL3,382,False,False,382,0.009581041,99.07809634134568,397.0,2.5454059,0.034818985,0.0122239404808445
NEBL,386,False,False,386,0.009798243,99.06844289989381,406.0,2.5426319,0.03478104,0.0178688547449548
GABARAPL2,655,False,False,655,0.01607298,98.41924896225504,666.0,2.5414393,0.034764726,0.0015915419121326
FAM76A,744,False,False,744,0.018389806,98.20445988995077,762.0,2.5398307,0.034742724,0.0001144778869137
TOX3,521,False,False,521,0.01279081,98.74263925089294,530.0,2.5389657,0.03473089,0.0143479570253008
CAMK4,399,False,False,399,0.010256781,99.03706921517521,425.0,2.5386431,0.034726474,0.0104622997036309
ZFP646,482,False,False,482,0.011873733,98.83676030504876,492.0,2.5376134,0.03471239,-0.00087726314818
TRAPPC6B,735,False,False,735,0.018317405,98.22618013321748,759.0,2.5367427,0.03470048,1.9441612174239417e-05
METTL13,763,False,False,763,0.018969012,98.15860604305435,786.0,2.5350626,0.034677498,0.0011057987500245
FANCF,556,False,False,556,0.0139250895,98.65817163818902,577.0,2.535042,0.03467722,0.0017810730681539
CHCHD10,645,False,False,645,0.016555652,98.44338256588475,686.0,2.5326142,0.034644008,0.0411791788249506
ADCY5,416,False,False,416,0.010425717,98.99604208900473,432.0,2.531318,0.03462627,0.0107959000642705
ZFP574,671,False,False,671,0.01667632,98.38063519644753,691.0,2.5309994,0.034621917,0.0007607131143514
PPIH,889,False,False,889,0.021985713,97.8545226373202,911.0,2.5291965,0.034597255,0.0016391731773879
GALNT18,476,False,False,476,0.012018534,98.85124046722656,498.0,2.527299,0.034571297,0.0084377262050948
TMBIM1,545,False,False,545,0.013587219,98.68471860218168,563.0,2.5263305,0.034558047,8.576669533031525e-05
GM1976,728,False,False,728,0.01822087,98.24307365575827,755.0,2.5241406,0.03452809,-2.604882983019126e-05
NSUN5,827,False,False,827,0.020344628,98.00415097982432,843.0,2.5238695,0.034524385,0.0010330213352673
PIGU,580,False,False,580,0.014431895,98.60025098947774,598.0,2.5229986,0.03451247,0.0006899434301265
CITED4,1087,False,False,1087,0.030046336,97.37667728545226,1245.0,2.5215566,0.034492746,0.1537299194894598
ZFP37,516,False,False,516,0.01279081,98.75470605270779,530.0,2.521414,0.034490798,0.0019910385008034
TAF1A,756,False,False,756,0.018920746,98.17549956559513,784.0,2.5211532,0.03448723,0.0002047007035191
ZSCAN12,608,False,False,608,0.015300705,98.53267689931461,634.0,2.5208368,0.034482904,-0.0003313983814371
FAM171B,694,False,False,694,0.017448595,98.32512790809925,723.0,2.5201697,0.034473777,0.0041591747222825
ZFP110,690,False,False,690,0.017183125,98.33478134955112,712.0,2.5187557,0.03445443,-2.980087613086159e-05
PDLIM5,651,False,False,651,0.016266048,98.42890240370691,674.0,2.5180387,0.034444623,0.0086807242066021
POLL,611,False,False,611,0.015180036,98.5254368182257,629.0,2.5172281,0.03443354,0.0002391450444216
GM26917,592,False,False,592,0.0146973645,98.57129066512212,609.0,2.5166018,0.034424968,0.0009996873860311
FEM1C,650,False,False,650,0.015976446,98.4313157640699,662.0,2.516415,0.034422413,0.0003974284432307
