,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,MoransI
DPY30,3050,False,False,3050,0.07882035,92.63925089294334,3266.0,10.376309,0.14193907,0.0084803076657208
RPL35A,2663,False,False,2663,0.067984365,93.57322135341249,2817.0,10.376075,0.14193586,0.0078192575498068
LAMTOR1,2583,False,False,2583,0.06566753,93.76629018245004,2721.0,10.375427,0.141927,0.0030547437109426
GM10260,2431,False,False,2431,0.061371755,94.1331209576214,2543.0,10.373627,0.14190237,0.0069584835252934
OXA1L,3211,False,False,3211,0.0832368,92.25069987450526,3449.0,10.373207,0.14189664,0.0014378208584582
MIS18BP1,2303,False,False,2303,0.06014094,94.44203108408148,2492.0,10.371645,0.14187528,0.0046495831226096
PPP5C,2664,False,False,2664,0.06754996,93.57080799304953,2799.0,10.369103,0.1418405,0.0013996195253618
NCOR2,1904,False,False,1904,0.047832802,95.40496186890627,1982.0,10.363532,0.1417643,0.004998399740409
MAT2B,2314,False,False,2314,0.059368666,94.4154841200888,2460.0,10.361515,0.1417367,0.0028276126327098
UQCC3,2462,False,False,2462,0.06349551,94.05830678636934,2631.0,10.360264,0.1417196,0.0044449895131414
KAT6A,2540,False,False,2540,0.06600541,93.87006467805773,2735.0,10.359075,0.14170332,0.0019149278452796
TXNL4A,2831,False,False,2831,0.07276282,93.16777681243363,3015.0,10.357661,0.141684,0.0056356988766095
EVA1B,2112,False,False,2112,0.053649,94.90298291340864,2223.0,10.35457,0.1416417,0.0067400763177456
LRP1,3039,False,False,3039,0.078579016,92.665797856936,3256.0,10.353639,0.14162897,0.0073802756206639
PDZRN3,1836,False,False,1836,0.047712136,95.56907037358819,1977.0,10.349059,0.14156632,0.0135694581461597
NOP14,2795,False,False,2795,0.07288348,93.25465778550053,3020.0,10.345219,0.14151378,0.0030610679601618
GTF3A,2537,False,False,2537,0.0657882,93.87730475914664,2726.0,10.344684,0.14150646,0.0080121737995378
AURKAIP1,2967,False,False,2967,0.07611739,92.83955980306979,3154.0,10.342334,0.14147432,0.0133392225923692
MRPL30,2442,False,False,2442,0.062288832,94.10657399362873,2581.0,10.342278,0.14147355,0.0078183460488104
SOCS2,766,False,False,766,0.019524086,98.15136596196544,809.0,10.33876,0.14142543,0.0217633630743787
BAP1,3059,False,False,3059,0.078916885,92.61753064967661,3270.0,10.33833,0.14141956,0.0032116414524318
SLC25A11,2766,False,False,2766,0.07061493,93.32464523602664,2926.0,10.333522,0.14135379,0.0019345914833494
UBB,3121,False,False,3121,0.07988223,92.46790230717251,3310.0,10.326567,0.14125864,0.0037689751588155
HNRNPLL,2693,False,False,2693,0.06894971,93.50082054252341,2857.0,10.322725,0.1412061,0.0037752261502045
MRPL33,2860,False,False,2860,0.07399363,93.09778936190753,3066.0,10.321692,0.14119196,0.0044008419718551
SH3PXD2A,2647,False,False,2647,0.06853943,93.61183511922,2840.0,10.321204,0.14118528,0.0108046345501422
SPTSSA,3062,False,False,3062,0.07918236,92.6102905685877,3281.0,10.319475,0.14116162,0.0050714377407194
COX5A,2938,False,False,2938,0.07635872,92.9095472535959,3164.0,10.316149,0.14111614,0.0084979991062458
ZMYM2,2396,False,False,2396,0.06088908,94.21758857032532,2523.0,10.311421,0.14105147,0.003796763500272
EIF2A,2794,False,False,2794,0.072497346,93.2570711458635,3004.0,10.309857,0.14103007,0.0041520772846188
EXOSC10,2792,False,False,2792,0.07104933,93.26189786658944,2944.0,10.308712,0.1410144,0.0012607707665154
BFAR,2545,False,False,2545,0.065836474,93.85799787624288,2728.0,10.308506,0.14101158,0.0024476283786378
TMOD3,2389,False,False,2389,0.062047496,94.23448209286612,2571.0,10.304257,0.14095347,0.0035953210296571
GM26561,1487,False,False,1487,0.04037552,96.4113331402645,1673.0,10.303526,0.14094347,0.000720072527915
MDFI,2030,False,False,2030,0.051645912,95.10087846317212,2140.0,10.301835,0.14092034,0.0145217497842877
IGBP1,2932,False,False,2932,0.07524858,92.92402741577372,3118.0,10.29972,0.1408914,0.0020667032283143
CHD6,2802,False,False,2802,0.07208707,93.23776426295974,2987.0,10.299536,0.14088888,0.0047221575898007
CTSL,2672,False,False,2672,0.069166906,93.55150111014576,2866.0,10.296692,0.14084996,0.0086642410346271
DMTF1,2635,False,False,2635,0.0682981,93.64079544357563,2830.0,10.293527,0.14080669,0.0008454200232899
TNFAIP8,2514,False,False,2514,0.065715805,93.93281204749493,2723.0,10.289941,0.14075764,0.0137719970145083
GINS4,2701,False,False,2701,0.06981851,93.48151365961965,2893.0,10.289938,0.14075759,0.0042243367463894
WISP1,936,False,False,936,0.024302538,97.74109470026065,1007.0,10.289317,0.1407491,0.0237826538904752
STAU1,2726,False,False,2726,0.070590794,93.42117965054541,2925.0,10.288363,0.14073606,0.0023910555280945
MTCH2,3101,False,False,3101,0.079737425,92.5161695144319,3304.0,10.286102,0.14070514,0.0039376497028229
ARHGEF7,2437,False,False,2437,0.061975095,94.11864079544358,2568.0,10.284409,0.14068195,0.0050719802217659
MIS12,2245,False,False,2245,0.057944782,94.5820059851337,2401.0,10.282617,0.14065744,0.0027805827865656
DHX29,2540,False,False,2540,0.06545033,93.87006467805773,2712.0,10.281857,0.14064704,0.0033718297714729
SLC38A4,1279,False,False,1279,0.031904623,96.91331209576214,1322.0,10.27786,0.14059237,0.0054162247576221
RPL37A,3141,False,False,3141,0.08089584,92.41963509991312,3352.0,10.277263,0.1405842,0.0060352905273917
CCDC50,2828,False,False,2828,0.07254561,93.17501689352254,3006.0,10.274814,0.1405507,0.0023796593664966
FAF2,2839,False,False,2839,0.07288348,93.14846992952988,3020.0,10.274103,0.14054099,0.0014382816378372
FNBP4,2918,False,False,2918,0.07590018,92.95781446085529,3145.0,10.26708,0.14044492,0.0007852720924513
STAG2,2654,False,False,2654,0.0681533,93.59494159667922,2824.0,10.265857,0.14042819,0.0005099018142483
TPBG,1725,False,False,1725,0.04312675,95.83695337387779,1787.0,10.263307,0.1403933,0.0127625314930599
N4BP2,2684,False,False,2684,0.070470124,93.52254078579013,2920.0,10.259539,0.14034176,0.0027259826556107
MLLT10,2789,False,False,2789,0.072376676,93.26913794767835,2999.0,10.256248,0.14029674,0.0028135530525969
TMEM261,2491,False,False,2491,0.06313351,93.98831933584323,2616.0,10.253147,0.14025433,0.0055389311445512
UBR5,2579,False,False,2579,0.066415675,93.77594362390192,2752.0,10.253096,0.14025362,0.0033268981042051
PPP6R3,2942,False,False,2942,0.07536925,92.89989381214403,3123.0,10.2474785,0.14017677,0.0016861855957693
EIF6,3050,False,False,3050,0.07898928,92.63925089294334,3273.0,10.245092,0.14014414,0.0079206488457278
XRCC1,2821,False,False,2821,0.07244908,93.19191041606332,3002.0,10.24505,0.14014357,0.0027587241465554
AP1M1,2615,False,False,2615,0.06750169,93.68906265083503,2797.0,10.243701,0.14012511,0.0024635680135517
MRPL54,2699,False,False,2699,0.070470124,93.4863403803456,2920.0,10.239884,0.14007291,0.0070477576365451
EIF1AD,2573,False,False,2573,0.06694662,93.79042378607974,2774.0,10.238914,0.1400596,0.0161221498032975
POLR2J,3149,False,False,3149,0.0806545,92.40032821700936,3342.0,10.236254,0.14002323,0.0067833268772784
IQGAP2,1823,False,False,1823,0.047494933,95.60044405830679,1968.0,10.2345705,0.14000021,0.0112596691794776
WWC2,1941,False,False,1941,0.049618687,95.3156675354764,2056.0,10.23358,0.13998666,0.0061861365794846
REEP3,1930,False,False,1930,0.04901535,95.34221449946905,2031.0,10.233265,0.13998236,0.004528071554852
EFEMP2,2838,False,False,2838,0.07326962,93.15088328989285,3036.0,10.233169,0.13998103,0.0086947280797688
MRPL2,3328,False,False,3328,0.08649483,91.96833671203784,3584.0,10.231765,0.13996184,0.0116552714985193
UGP2,2418,False,False,2418,0.061999228,94.16449464233999,2569.0,10.231047,0.13995202,0.0067362796244729
CORO1C,2951,False,False,2951,0.07621392,92.87817356887732,3158.0,10.230723,0.13994758,0.0042378668440524
CLSPN,2550,False,False,2550,0.06675355,93.84593107442804,2766.0,10.229427,0.13992986,0.0089929092401289
ATP6V0D1,2773,False,False,2773,0.07126653,93.30775171348586,2953.0,10.228936,0.13992314,0.0041684850980344
MAGEH1,2273,False,False,2273,0.059030794,94.51443189497056,2446.0,10.226786,0.13989371,0.0085465603188635
DAP3,2973,False,False,2973,0.07754127,92.82507964089197,3213.0,10.224141,0.13985756,0.005543626458069
NCBP2,3186,False,False,3186,0.08203012,92.3110338835795,3399.0,10.222272,0.13983198,0.0016955216489555
FTSJ3,2950,False,False,2950,0.07708273,92.88058692924027,3194.0,10.221849,0.1398262,0.008981593802147
PLSCR3,3053,False,False,3053,0.07802394,92.63201081185443,3233.0,10.221833,0.13982597,0.0041496568901755
DHFR,2964,False,False,2964,0.07799981,92.8467998841587,3232.0,10.221677,0.13982384,0.019527986266393
ZRSR2,2755,False,False,2755,0.07102519,93.35119220001931,2943.0,10.219408,0.1397928,0.0019172180952793
GFPT1,2417,False,False,2417,0.062433634,94.16690800270297,2587.0,10.218358,0.13977844,0.0058045255110424
TXNDC5,2680,False,False,2680,0.06805676,93.53219422724202,2820.0,10.216929,0.1397589,0.0043691945312259
MED8,2428,False,False,2428,0.061588958,94.1403610387103,2552.0,10.213838,0.1397166,0.00727029766556
GTF3C2,2720,False,False,2720,0.06948064,93.43565981272323,2879.0,10.213278,0.13970894,0.0025159613051749
TBL1XR1,2733,False,False,2733,0.070470124,93.40428612800463,2920.0,10.208551,0.13964428,0.0041853224530717
ZRANB1,2712,False,False,2712,0.07061493,93.454966695627,2926.0,10.206156,0.13961153,0.0016970275647043
HMG20B,3740,False,False,3740,0.097354956,90.97403224249445,4034.0,10.203596,0.13957651,0.0041700358956902
BBX,2206,False,False,2206,0.057075974,94.6761270392895,2365.0,10.194874,0.13945718,0.0035020146562909
BRD8,3063,False,False,3063,0.08005116,92.60787720822474,3317.0,10.194443,0.1394513,0.0025778449589695
ATF7IP,2496,False,False,2496,0.06390578,93.97625253402838,2648.0,10.192878,0.13942988,0.0037348526750595
NUP85,3050,False,False,3050,0.07959262,92.63925089294334,3298.0,10.192197,0.13942057,0.0113331521052968
SNN,2830,False,False,2830,0.07302828,93.1701901727966,3026.0,10.192065,0.13941877,0.0073197756341308
PRMT7,2200,False,False,2200,0.056641567,94.69060720146733,2347.0,10.190906,0.13940291,0.0062152103503538
SLC20A1,2506,False,False,2506,0.065933004,93.95211893039868,2732.0,10.189924,0.13938949,0.0126810383064918
LAMP2,2879,False,False,2879,0.07442804,93.0519355150111,3084.0,10.187767,0.13935998,0.0026982202113726
AGAP1,2136,False,False,2136,0.05504875,94.84506226469736,2281.0,10.185976,0.13933548,0.006737741386536
DPH3,2456,False,False,2456,0.06335071,94.07278694854716,2625.0,10.182912,0.13929355,0.0114349156707284
FMNL2,2050,False,False,2050,0.052756056,95.05261125591274,2186.0,10.180754,0.13926405,0.0130058598808718
TPGS1,2429,False,False,2429,0.062723234,94.13794767834733,2599.0,10.180633,0.13926238,0.0022818418644014
NAE1,2707,False,False,2707,0.06967372,93.46703349744185,2887.0,10.180314,0.13925803,0.0029589692319228
GM16286,3078,False,False,3078,0.08026837,92.57167680278019,3326.0,10.177441,0.13921873,0.0070951448560477
DTNBP1,2422,False,False,2422,0.061637223,94.15484120088811,2554.0,10.174129,0.13917343,0.0027228104561872
ABLIM1,1941,False,False,1941,0.050535765,95.3156675354764,2094.0,10.17319,0.13916057,0.01347203710588
EFNB2,1994,False,False,1994,0.052056182,95.18775943623902,2157.0,10.172702,0.1391539,0.0313021610220005
GRB2,2910,False,False,2910,0.07413843,92.97712134375905,3072.0,10.172546,0.13915177,0.002367653281235
NME4,3090,False,False,3090,0.07918236,92.54271647842455,3281.0,10.171264,0.13913423,0.0073833734453117
NUP93,2602,False,False,2602,0.066922486,93.72043633555363,2773.0,10.171107,0.1391321,0.004092915306357
GM1673,2178,False,False,2178,0.055024616,94.74370112945265,2280.0,10.17028,0.13912077,0.0094631631983366
HNRNPUL1,3009,False,False,3009,0.07763781,92.73819866782507,3217.0,10.166707,0.1390719,0.0003577415424923
TMEM165,2872,False,False,2872,0.07326962,93.0688290375519,3036.0,10.165865,0.1390604,0.0033400879318025
SQLE,2828,False,False,2828,0.07235254,93.17501689352254,2998.0,10.165027,0.1390489,0.0035378229571916
MYEOV2,2742,False,False,2742,0.069625445,93.38256588473791,2885.0,10.1649475,0.13904783,0.0027670362533163
TPRGL,2863,False,False,2863,0.07339029,93.0905492808186,3041.0,10.163892,0.13903338,0.0043658388238487
FAM213A,1963,False,False,1963,0.050752968,95.26257360749108,2103.0,10.162457,0.13901378,0.0148104268160641
CHD7,1853,False,False,1853,0.050511632,95.5280432474177,2093.0,10.161771,0.13900438,0.04859367413735
DNTTIP1,2624,False,False,2624,0.0685877,93.6673424075683,2842.0,10.159894,0.1389787,0.002355518953984
SPG21,2963,False,False,2963,0.078434214,92.84921324452166,3250.0,10.159063,0.13896732,0.0177226363718772
PRKD3,2778,False,False,2778,0.07136307,93.295684911671,2957.0,10.159015,0.13896666,0.0057110799526839
RER1,3164,False,False,3164,0.081523314,92.36412781156483,3378.0,10.158228,0.13895592,0.0017664360738191
TRPM1,829,False,False,829,0.029829133,97.99932425909836,1236.0,10.158157,0.13895494,0.1965945855234026
TK1,2837,False,False,2837,0.07300415,93.15329665025581,3025.0,10.157021,0.1389394,0.0150535068625642
CREB1,2545,False,False,2545,0.06508833,93.85799787624288,2697.0,10.155118,0.13891336,0.0043352819777939
IRF2BP2,2325,False,False,2325,0.05888599,94.38893715609615,2440.0,10.146714,0.13879842,0.0038346677728527
APC,2139,False,False,2139,0.055145286,94.83782218360845,2285.0,10.146323,0.13879305,0.0036374983022584
HMG20A,2400,False,False,2400,0.06142002,94.20793512887344,2545.0,10.142857,0.13874564,0.0023447813945409
NFX1,2743,False,False,2743,0.07032532,93.38015252437494,2914.0,10.139456,0.13869911,0.0029851748129895
ATP6V0B,2546,False,False,2546,0.06540207,93.85558451587991,2710.0,10.135226,0.13864127,0.0091641484874236
KIF20A,3087,False,False,3087,0.08038903,92.54995655951348,3331.0,10.132069,0.13859807,0.0060177974728475
SH3BGRL3,3025,False,False,3025,0.07722753,92.69958490201758,3200.0,10.1229,0.13847265,0.0023634358955722
CPXM1,2155,False,False,2155,0.055459023,94.79920841780095,2298.0,10.121198,0.13844937,0.0095266182130943
GLI1,1043,False,False,1043,0.026643498,97.48286514142292,1104.0,10.120447,0.1384391,0.0287775154696249
CCDC102A,2463,False,False,2463,0.06373685,94.05589342600638,2641.0,10.120011,0.13843314,0.0080391108529232
MYCBP2,2225,False,False,2225,0.057413843,94.63027319239309,2379.0,10.119476,0.13842583,0.0019309424224429
HOOK3,2480,False,False,2480,0.06378511,94.01486629983589,2643.0,10.11416,0.1383531,0.0052937834107615
MRPS14,2582,False,False,2582,0.066077806,93.76870354281301,2738.0,10.112121,0.13832521,0.0086217583049434
POLR2I,3172,False,False,3172,0.08181292,92.34482092866106,3390.0,10.108192,0.13827147,0.0027983396507599
ELP5,2721,False,False,2721,0.06955305,93.43324645236027,2882.0,10.103305,0.1382046,0.0046787706895555
HMCN1,1406,False,False,1406,0.03658654,96.60681532966503,1516.0,10.102408,0.13819234,0.0149451617796188
BABAM1,2720,False,False,2720,0.06998745,93.43565981272323,2900.0,10.1005335,0.1381667,0.0034282922664836
PLCG1,3070,False,False,3070,0.07932716,92.59098368568395,3287.0,10.098524,0.1381392,0.0061348679198075
RPA2,2865,False,False,2865,0.07442804,93.08572256009268,3084.0,10.098322,0.13813645,0.0077916184949209
STAU2,2038,False,False,2038,0.052345786,95.08157158026836,2169.0,10.095123,0.13809268,0.0056910903860657
HIF1A,2637,False,False,2637,0.06776716,93.6359687228497,2808.0,10.093743,0.13807382,0.0068638880322348
RAP2C,2605,False,False,2605,0.06697075,93.71319625446472,2775.0,10.093577,0.13807155,0.00376897927307
DMRT2,461,False,False,461,0.012332272,98.8874408726711,511.0,10.093538,0.13807102,0.0843102393170753
RNASEH2C,3157,False,False,3157,0.08270586,92.38102133410561,3427.0,10.0934105,0.13806926,0.0158386138109208
SUMO1,2615,False,False,2615,0.06646395,93.68906265083503,2754.0,10.091947,0.13804923,0.0030986646683019
CTNNBIP1,2647,False,False,2647,0.06817743,93.61183511922,2825.0,10.089058,0.13800971,0.0074429955596078
AHSA2,2753,False,False,2753,0.07063906,93.35601892074524,2927.0,10.085596,0.13796236,0.003359730366785
RNF4,2444,False,False,2444,0.062385365,94.1017472729028,2585.0,10.08346,0.13793315,0.0035648364866997
RSPO3,880,False,False,880,0.022757988,97.87624288058693,943.0,10.081929,0.13791221,0.0206832800224732
RPSA,2896,False,False,2896,0.07389709,93.01090838884062,3062.0,10.080863,0.13789761,0.0069632034302261
ANKRD12,2422,False,False,2422,0.06462979,94.15484120088811,2678.0,10.079336,0.13787673,0.0041376066567713
ILKAP,2820,False,False,2820,0.072231874,93.19432377642629,2993.0,10.07451,0.1378107,0.0024661133751103
NPTN,2583,False,False,2583,0.06605367,93.76629018245004,2737.0,10.0743,0.13780785,0.0051897276403604
PAK2,2530,False,False,2530,0.064750455,93.89419828168742,2683.0,10.074099,0.13780509,0.0020081548196424
NUP50,2692,False,False,2692,0.06943238,93.50323390288638,2877.0,10.07197,0.13777597,0.0031025645519186
HYAL2,2322,False,False,2322,0.058910128,94.39617723718506,2441.0,10.069962,0.13774851,0.0023126916610059
CPSF1,2302,False,False,2302,0.05900666,94.44444444444444,2445.0,10.069348,0.1377401,0.0009706747028112
MRPS12,2054,False,False,2054,0.052273385,95.04295781446086,2166.0,10.068863,0.13773347,0.0076898560921142
TNPO1,2851,False,False,2851,0.07252148,93.11950960517424,3005.0,10.06668,0.13770361,0.0028962564485699
PTBP1,3329,False,False,3329,0.08579496,91.96592335167487,3555.0,10.0641,0.13766833,0.0036386672657048
TXN2,3507,False,False,3507,0.09286611,91.53634520706632,3848.0,10.063084,0.13765442,0.0188642001689909
DOCK1,1991,False,False,1991,0.0504875,95.19499951732793,2092.0,10.062696,0.13764913,0.0040435622612815
SSBP1,2920,False,False,2920,0.07479004,92.95298774012936,3099.0,10.062559,0.13764726,0.0060907634799659
ATAD3A,2610,False,False,2610,0.06723622,93.70112945264987,2786.0,10.062528,0.13764681,0.0089873326814194
CERS2,2542,False,False,2542,0.06458152,93.8652379573318,2676.0,10.062191,0.1376422,0.0036159551189731
GNG2,2323,False,False,2323,0.059247997,94.39376387682209,2455.0,10.061667,0.13763504,0.0111687464798458
MYG1,2987,False,False,2987,0.0772758,92.7912925958104,3202.0,10.061056,0.13762668,0.0034315627034356
CUEDC1,2255,False,False,2255,0.057944782,94.557872381504,2401.0,10.057933,0.13758397,0.0057124004239769
BGN,1933,False,False,1933,0.04887055,95.33497441838014,2025.0,10.054181,0.13753264,0.0100888493788688
ZFP644,2682,False,False,2682,0.06926344,93.52736750651607,2870.0,10.051585,0.13749713,0.003050808475067
VTI1B,2202,False,False,2202,0.0564485,94.68578048074139,2339.0,10.049304,0.13746594,0.0029485349054122
FRG1,2797,False,False,2797,0.071532,93.2498310647746,2964.0,10.0480175,0.13744833,0.0015294913387458
MRC2,2055,False,False,2055,0.05244232,95.04054445409788,2173.0,10.04394,0.13739255,0.0063865870821226
NOP16,2428,False,False,2428,0.061975095,94.1403610387103,2568.0,10.043708,0.13738938,0.0093957386373887
PREB,2990,False,False,2990,0.07696206,92.7840525147215,3189.0,10.036487,0.13729058,0.004349303890033
TMEM208,2596,False,False,2596,0.06694662,93.73491649773145,2774.0,10.035452,0.13727644,0.0047302734244617
