,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI_Sc,MoransI_My,MoransI_Ept,MoransI_PEL,MoransI_LM,MoransI_Ml,MoransI_IO
ABCD4,582,False,False,582,0.014456028,98.59542426875181,599.0,0.009753132675404348,-0.003005714948588684,-0.008806721144910372,0.010669421268938835,-0.005834609574136857,-0.00024548759465757,0.0030388233060064155
ABCE1,4422,False,False,4422,0.11663771,89.32812047494933,4833.0,0.0019276103554721757,-0.0032002711196853365,0.008657354661852523,-0.015256978954380992,-0.029398670193470883,-0.02509531057735336,-0.007440528251119918
ABCF1,6623,False,False,6623,0.18300511,84.01631431605368,7583.0,0.0022570617548604895,0.01174461008460071,-0.012395640884455252,0.0029709329671348834,-0.04113347887076227,-0.019378229185436458,-0.023242786306862488
ABCF2,1439,False,False,1439,0.036055602,96.52717443768704,1494.0,0.003894725032668217,0.00041421976530030394,0.03183723788865615,0.008094278400484838,-0.014595300734357462,-0.014977929127690073,-0.03217430849931856
ABCF3,1653,False,False,1653,0.0415098,96.01071532001158,1720.0,0.002744569242746076,0.0008085538548802083,-0.015035305355314877,0.02340519654594816,-0.01450211946840948,-0.0018629112832856257,-0.019842388652297028
ABCG1,298,False,False,298,0.007481417,99.28081861183512,310.0,0.0010962958350860539,0.014136331913486662,-0.013481006591102634,-2.0,-0.012520513415038854,-0.02791016025616773,-0.00575377323525441
ABCG2,1421,False,False,1421,0.036658943,96.5706149242205,1519.0,-0.0036801373543508317,0.003654040385612203,-0.007940452824575775,0.007183389696096798,-0.008205580455923421,-2.0,-0.005187951830938346
ABCG3,27,False,False,27,0.0006757409,99.93483927019983,28.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ABCG4,171,False,False,171,0.004271648,99.58731537793223,177.0,0.007272439636306437,-2.0,-2.0,-2.0,-2.0,-2.0,-0.006674549864111652
ABCG5,37,False,False,37,0.00094121054,99.91070566657014,39.0,-0.0008403627167017186,-0.0015149332822831751,0.0007751712968092073,-2.0,-2.0,-0.0030364711147494775,-2.0
ABCG8,9,False,False,9,0.00021720244,99.97827975673329,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ABHD1,232,False,False,232,0.005743798,99.44010039579109,238.0,-0.0015911716848912814,-0.006814517398661241,-0.0017546124464489668,-0.010060900193132258,-2.0,-0.036858482374147246,-0.03828725618335804
ABHD10,890,False,False,890,0.022154648,97.85210927695724,918.0,0.0016416298851187582,-0.0004906727022288565,-0.010820999730316267,-0.0007909228520073001,-0.018263874920813102,-0.017939080015614933,0.0035330148012918234
ABHD11,1135,False,False,1135,0.02845352,97.26083598802974,1179.0,0.00025059309446792986,0.02031317654509559,0.014098700389401368,0.005041149396499812,-0.001583118966512171,-0.021930802358799323,0.07608945761500766
ABHD11OS,36,False,False,36,0.00089294335,99.9131190269331,37.0,-0.0004049638081155036,-2.0,-2.0,-0.006877416609528114,-2.0,-2.0,-2.0
ABHD12,1143,False,False,1143,0.028574187,97.24152910512598,1184.0,0.002543162891452086,0.00487128404231549,-0.0018536023522997794,-0.005506025758761848,-0.01863527427797224,-0.010038150812422911,-0.025063560896471614
ABHD12B,6,False,False,6,0.00014480163,99.98551983782218,6.0,3.247972405013871e-05,-0.001948892300508075,-2.0,-2.0,-2.0,-2.0,-2.0
ABHD13,816,False,False,816,0.02015156,98.03069794381697,835.0,-0.004346558331030994,0.005135789775264133,-0.00869679699335803,-0.0061557411195290864,0.0023451856034619116,0.0025012233774331987,-0.010821298493290554
ABHD14A,775,False,False,775,0.019041413,98.12964571869873,789.0,0.0003167403873151943,0.0016026428905396475,-0.005209142439277533,-0.01221511743938772,-0.003445649569555856,-0.014180011209027645,-0.01898659406405457
ABHD14B,226,False,False,226,0.005478328,99.45458055796892,227.0,0.002381006630682412,-0.0027258560722736268,-0.004177672245635349,-0.007864911090349817,-2.0,-0.017245618484993938,-0.011629302108090924
ABHD15,61,False,False,61,0.0014721499,99.85278501785886,61.0,-0.0018831999577929512,-0.00012515892172378028,-0.0030952155706225563,-2.0,-2.0,-2.0,-2.0
ABHD16A,1771,False,False,1771,0.04500917,95.7259387971812,1865.0,-0.0004717521612721193,-0.002388251557698526,0.002265312888401602,0.04680851447317378,-0.0014127276258403532,-0.04516677338405359,-0.014308427665364084
ABHD17A,2448,False,False,2448,0.0624819,94.09209383145092,2589.0,-0.0006368057545585723,0.018982985859249082,0.0018150974447689924,-0.009224992591678418,0.04720413963045771,0.002879639246550197,0.00525859885227446
ABHD17B,1120,False,False,1120,0.02806738,97.29703639347427,1163.0,0.0029217268375673487,-0.008508556768194635,-0.005082546111795397,0.024834162221028366,0.040529935628352394,-0.01035307339118805,0.010035888630512253
ABHD17C,1366,False,False,1366,0.034052514,96.7033497441838,1411.0,-0.00035079295180327346,-0.001274191006269181,-0.002640254744750463,-0.022318489260362544,-0.0031072179839508173,-0.026872399747017415,-0.020401507741627013
ABHD2,358,False,False,358,0.008712231,99.13601699005696,361.0,0.00683153052333323,-0.0040260442159945065,-0.0053236496503986565,-2.0,-0.014048830355540009,-0.004715408783528763,-0.009523477137511753
ABHD3,54,False,False,54,0.0013514818,99.86967854039965,56.0,-2.0,-0.00033177364765579303,-2.0,-2.0,-2.0,-2.0,0.0014284331908089238
ABHD4,841,False,False,841,0.020706631,97.97036393474274,858.0,0.002544607589545488,0.004794249039337381,-0.0016490823265242034,-0.00413294179128354,0.054515088012842085,0.06562216458119038,-0.002474903382130905
ABHD5,899,False,False,899,0.022661453,97.83038903369051,939.0,0.0023685176038027137,0.0023783295707421833,-0.0020681005227270806,-0.004802286956282554,0.015776401019930452,0.08088733336279694,-0.009636274540640892
ABHD6,470,False,False,470,0.011801332,98.86572062940438,489.0,-0.002710880120582563,0.0017849486291032699,-0.00012891824683176114,0.0004440847215171956,0.0008135144233450749,0.015623921535793228,-0.010234157481386801
ABHD8,1524,False,False,1524,0.038082827,96.32203880683463,1578.0,0.001073075041845219,0.006660673301518565,0.010875436604795041,-0.008431548213531025,-0.02132682947488418,-0.015891888231850036,0.04239916201443951
ABI1,1874,False,False,1874,0.047253598,95.47736267979533,1958.0,0.0015057119960304535,0.00039679894837261386,-0.015893488748994183,-0.0021101337545279897,0.013991625425039168,-0.018437354736453655,0.014071833593505114
ABI2,1284,False,False,1284,0.032049425,96.9012452939473,1328.0,0.00043893704041028946,0.0027071673040431773,-0.00325444489628261,0.03895203331743345,-0.009889506837709781,-0.02062655875658523,0.006129426812966905
ABI3,128,False,False,128,0.0031373685,99.69108987353992,130.0,-0.0017860441484545831,-2.0,-0.00015519495862604087,-0.00446780873909244,-2.0,-2.0,-0.002498302691599674
ABI3BP,188,False,False,188,0.004609518,99.54628825176175,191.0,0.014736938707767575,0.002393144382965629,-0.0011370110425510769,-2.0,-2.0,-2.0,-2.0
ABL1,3935,False,False,3935,0.10367796,90.50342697171541,4296.0,-0.0010833979692478496,-0.001969994979749937,0.004583880935056609,0.014634269145234408,0.006231062528559955,0.023601054859321385,0.028112525439972443
ABL2,1224,False,False,1224,0.030963413,97.04604691572546,1283.0,-0.004655768336152858,0.0024178355414877692,-0.016905592675840075,-0.00987999700966886,-0.009354919230577465,-0.02257026284523069,-0.03609277962572594
ABLIM1,1941,False,False,1941,0.050535765,95.3156675354764,2094.0,0.011366006057272587,0.018790615427522077,0.01705262734503521,-0.009560815871143689,-0.017252479885783368,0.0215009992290517,-0.0034865385421639977
ABLIM2,42,False,False,42,0.0010377449,99.89863886475528,43.0,-0.0014795482726705422,-0.0023312319558077147,-2.0,-2.0,-2.0,-2.0,-2.0
ABLIM3,709,False,False,709,0.01908968,98.2889275026547,791.0,0.026491998256812043,0.011507117395064341,-0.0031613219780001673,-2.0,-0.006769698199683169,-2.0,-2.0
ABR,1658,False,False,1658,0.042113137,95.99864851819675,1745.0,0.0010569067290110432,0.004517663135964113,-9.050382040617924e-05,-0.0011003849717050173,-0.012366116327551628,-0.022380243425280402,-0.015015244877073897
ABRA,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-2.0,-0.00011316856632566601,-2.0,-2.0,-2.0,-2.0,-2.0
ABRACL,3397,False,False,3397,0.088690996,91.80181484699295,3675.0,0.012029237658513612,0.010890115068568369,0.002010053737118744,-0.003341910378775014,-0.009514097641833663,-0.03182528482233136,0.05191499984902884
ABT1,976,False,False,976,0.024157736,97.64456028574186,1001.0,-0.004017979397550073,-0.0045684298111187726,-0.008812796079813785,-0.004330674320787674,0.04367317680328811,-0.01864246806648604,0.014272716516405345
ABTB1,1173,False,False,1173,0.029805,97.1691282942369,1235.0,0.010832510176401999,-0.00460759015649426,0.006534416614790701,-0.01639594694198002,0.08214764503064018,-0.0036505465130939117,-0.02033506697368124
ABTB2,539,False,False,539,0.013490684,98.6991987643595,559.0,0.01403372377115821,0.00594834223469902,-0.002391329246648621,-2.0,-0.015290705243484947,-2.0,-2.0
ACAA1A,1683,False,False,1683,0.04204074,95.9383145091225,1742.0,-0.004690207077038012,0.005909913281220249,-0.01832907176973392,-0.004116538861210357,-0.01185741873639582,0.005333599891751258,-0.0028502052393149452
ACAA1B,103,False,False,103,0.002558162,99.75142388261415,106.0,0.00793382443882722,-0.0027527380801498458,-0.006327348309737334,-2.0,-0.0031069166436902863,-2.0,-2.0
ACAA2,3135,False,False,3135,0.08490202,92.43411526209093,3518.0,0.004761209101007305,0.005848576009013469,0.002104736548564678,-0.008937290174074094,-0.022085959229616706,-0.028379897281568738,-0.026800330042859793
ACACA,1524,False,False,1524,0.03875857,96.32203880683463,1606.0,-0.005745125794158267,-0.003407341881682584,-0.01939147643114873,-0.012461584289416556,0.008545300573748159,-0.012508887532052964,-0.006667953479051432
ACACB,87,False,False,87,0.002123757,99.79003764842166,88.0,-0.0005470424118525916,0.003235556634707578,-0.009562974289448495,-2.0,-0.00383755514775113,-2.0,-2.0
ACAD10,200,False,False,200,0.0049473885,99.51732792740611,205.0,0.00565087618205571,-0.0036396866102437722,-0.003314538970121791,-2.0,-0.007450968693027485,-0.01062283130931878,-0.00025300633106483143
ACAD11,294,False,False,294,0.0072159474,99.29047205328699,299.0,0.007635509827897918,-0.005930303013295816,-0.006780648134929683,-0.006783334529477217,-2.0,-2.0,-2.0
ACAD12,88,False,False,88,0.0021961578,99.7876242880587,91.0,0.00020179246573055924,-0.0025284897473654795,0.011738836606825145,-2.0,-0.010853084533428219,-2.0,-2.0
ACAD8,1227,False,False,1227,0.03074621,97.03880683463655,1274.0,0.004902126590076072,-0.011500620430032898,-0.0004903967626254695,-0.0028852237279551897,-0.014952393114086401,-0.026368121357774884,-0.019907386867408457
ACAD9,556,False,False,556,0.013707886,98.65817163818902,568.0,-0.0016312441355872595,0.0010575949405651182,-0.006299117976318656,0.00028797765445114196,-0.00274496048726542,-0.008284742363799336,-0.03131543088757657
ACADL,2845,False,False,2845,0.074283235,93.13398976735206,3078.0,-0.003595114153422035,0.0023210364425650413,-0.007741061484180735,-0.003571434961306796,-0.03558685573094096,-0.01689642787846989,-0.03458390308743738
ACADM,1220,False,False,1220,0.03048074,97.05570035717733,1263.0,0.008343912319980508,0.00031583703428575036,-0.001117938673367831,0.006345602822555315,-0.010989390606356743,0.005326010096956346,-0.018827890535897927
ACADS,776,False,False,776,0.019234482,98.12723235833575,797.0,-0.0016812966488165691,-0.0065741862080056085,-0.004292840917661931,-0.00022512755489431134,-0.022167303561278665,-0.02408006852258161,0.01846576231268172
ACADSB,1579,False,False,1579,0.039989382,96.18930398687132,1657.0,-0.0012552925968222419,0.0013270709467815066,0.0027096551637796427,-0.004635189488648896,0.005102247966003207,0.029930380114402196,-0.024631581317896025
ACADVL,2158,False,False,2158,0.055700358,94.79196833671205,2308.0,-0.001565778241957678,0.02611308489511148,6.349617558347166e-05,-0.00478671656213846,-0.01507732425708703,-0.017456097234750216,-0.036681697700590384
ACAN,172,False,False,172,0.0044405833,99.58490201756926,184.0,0.07778930441229776,0.0051369731887725215,-2.0,-2.0,-2.0,-2.0,-2.0
ACAP1,60,False,False,60,0.001520417,99.85519837822183,63.0,0.002967495269845045,-0.0024850643289651025,-0.0007201862764861767,-0.0048642995699710746,-2.0,-2.0,-2.0
ACAP2,1324,False,False,1324,0.033304375,96.80471087942851,1380.0,-0.00032283836143035856,0.005478081932259725,-0.002643513235217334,-0.0033588617386356378,-0.01673050533331469,-0.02392203187617871,0.00623910279991348
ACAP3,572,False,False,572,0.0139974905,98.6195578723815,580.0,-0.00021959718734744564,-0.004256505224082662,0.000834304138355207,-0.00521186701407347,-0.005763247132937866,-0.004336098445789129,-0.011818876065017055
ACAT1,4027,False,False,4027,0.105656914,90.28139781832223,4378.0,0.0057436251666951295,0.005766262783506491,-0.004462762005722223,0.001388117309764227,0.00503693575533498,-0.03346535716708558,0.016729970124830854
ACAT2,6782,False,False,6782,0.1906072,83.63259001834153,7898.0,0.0001744318522465077,0.014780224571905805,0.004314942322171605,0.007937475485943054,-0.013970779508641274,-0.004540783356974628,-0.026472266170915502
ACAT3,68,False,False,68,0.001641085,99.83589149531808,68.0,-0.002223613806841587,-0.0004310284921243447,-0.0031025232908111653,-2.0,-0.0023593412051507237,-2.0,-2.0
ACBD3,1966,False,False,1966,0.04990829,95.25533352640217,2068.0,0.006297512978961368,0.010355508679466299,-0.005191150761265013,-0.012406081733179046,-0.01659862545711297,-0.00028460254933979404,-0.010571056222941352
ACBD4,511,False,False,511,0.012742543,98.76677285452263,528.0,-0.005509201729490986,0.00039814146587751324,-0.009369038640626418,0.009389566945833918,0.0068246942558356505,-0.02681650134370579,-0.0112365909731839
ACBD5,1016,False,False,1016,0.02565402,97.54802587122309,1063.0,0.0010528423633022108,-0.004562932987448924,-0.012278820658285405,-0.012542241464391311,-0.02088044967018979,0.024869458629205955,0.026446076045539366
ACBD6,2507,False,False,2507,0.06354378,93.94970557003572,2633.0,-0.006921770711648995,-0.007798703014963537,-0.003937998783262767,0.052088754019771276,-0.041258852832673276,0.008671563756419198,0.01097113785068241
ACBD7,5,False,False,5,0.00012066802,99.98793319818515,5.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACCS,335,False,False,335,0.008253693,99.19152427840525,342.0,-0.005739127659439444,-0.006499197906577029,-0.009191227969279254,-2.0,0.015511384497349625,-0.017494693115213206,-0.0052904477338978325
ACD,1321,False,False,1321,0.032918237,96.81195096051742,1364.0,0.0036703915976792345,-0.009600173993136181,-0.018724336359211752,-0.004462554670753544,-0.005232301882735903,-0.016793262691080404,-0.017424643817747023
ACE,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.004424088417804852,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACE2,31,False,False,31,0.0008205425,99.92518582874796,34.0,-0.0006480841605235117,-0.000965867741724539,-0.0007703496153848457,-2.0,-2.0,-2.0,-2.0
ACER1,12,False,False,12,0.00028960325,99.97103967564436,12.0,-0.00014315740158686317,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACER2,273,False,False,273,0.0066608745,99.34115262090936,276.0,0.012562782110997468,0.001243289257942584,-0.007674763123054716,-0.002464944925605844,-2.0,-2.0,-0.01543344933966768
ACER3,740,False,False,740,0.018631142,98.21411333140264,772.0,0.0026619942973067057,0.025795092534169017,0.003929222707745328,0.0777980907182329,-0.0004756255282510581,-2.0,-0.021197904097114518
ACHE,159,False,False,159,0.0038855101,99.61627570228787,161.0,-0.0013971671124422644,0.003506310401568252,-2.0,-2.0,-2.0,-2.0,-0.006674549864111652
ACIN1,8492,False,False,8492,0.244039,79.50574379766387,10112.0,7.800258417977048e-05,-0.00041462655716906086,0.002387656333212345,0.00026994894724293193,-0.02049859359611615,-0.005483429697475644,0.02211078984870839
ACKR1,144,False,False,144,0.003595907,99.6524761077324,149.0,-0.0009516613606588702,-0.001395731232707297,-2.0,-2.0,-2.0,-2.0,-2.0
ACKR2,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00020740565787188752,-2.0,-2.0,-2.0,-0.0028882267017836406,-2.0,-2.0
ACKR3,1275,False,False,1275,0.032170095,96.92296553721401,1333.0,-0.0008579073571920204,-0.0016186633864332274,-0.003278398510091196,0.02048132669801647,-0.007759547965914435,-0.02554329226931704,0.021881090066545882
ACKR4,62,False,False,62,0.0015445506,99.8503716574959,64.0,0.005666986891697151,0.004938253053612559,-2.0,0.002535073205363,-2.0,-2.0,-2.0
ACLY,3603,False,False,3603,0.0948692,91.30466261222125,3931.0,0.013512514046500725,-0.0020227532397766564,0.008504742901516333,-0.015305378114164004,-0.015222204672927182,-0.02140999889671456,-0.016827354142750505
ACMSD,105,False,False,105,0.00267883,99.74659716188822,111.0,-1.7540083829736994e-05,-0.0020489340303744457,-2.0,-0.007768073485518736,-2.0,-2.0,-2.0
ACNAT1,8,False,False,8,0.00019306883,99.98069311709624,8.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0192544754081774,-2.0
ACO1,1721,False,False,1721,0.043633554,95.84660681532966,1808.0,0.0005342002715509532,0.0004755963153148278,0.003714447952367847,-0.019724486044424866,-0.02032118454635511,-0.007445205481097876,0.0006136102607417503
ACO2,5133,False,False,5133,0.13744088,87.61222125687807,5695.0,0.0010155653605294517,0.00561947480361591,-0.007688086987289228,0.0035867427446678213,0.0413761056172832,-0.0020859126415572076,0.016988988207197304
ACOT1,1023,False,False,1023,0.02572642,97.5311323486823,1066.0,0.0035515167824092275,-0.004619739538027225,0.02444597876278619,0.0005692465271998614,-0.005641768294969557,-0.015890216956733,-0.02549341452608778
ACOT10,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.0003616494668543043,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACOT11,147,False,False,147,0.0036924414,99.6452360266435,153.0,-0.0021922138338377308,-0.002656159136134643,-0.004488703189221811,-0.001896981169410462,-0.0108454789681333,-2.0,-2.0
ACOT12,18,False,False,18,0.00045853847,99.95655951346654,19.0,0.012976534419555132,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACOT13,1249,False,False,1249,0.031204749,96.98571290665122,1293.0,-0.0018548531241685243,-0.011753293530746802,0.00013315215082362617,-0.0034366544939987355,-0.019100093229710107,-0.007046324680032706,-0.023330539336607937
ACOT2,456,False,False,456,0.011246259,98.89950767448596,466.0,-0.0030264407537619427,-0.005064237416480304,-0.007647538545040121,-0.0066167728735267665,-0.014353590583960565,-0.006122126165884108,0.002071011886030987
ACOT3,18,False,False,18,0.00048267207,99.95655951346654,20.0,-4.148068180482308e-05,-0.0013680346227801978,-2.0,-2.0,-2.0,-2.0,-2.0
ACOT4,64,False,False,64,0.0016169514,99.84554493676995,67.0,-0.00021543493343850734,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACOT5,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACOT6,117,False,False,117,0.0029684333,99.71763683753258,123.0,-0.0031363342392869246,-0.003749219009541395,-0.00636137990247289,-2.0,-2.0,-0.020692452312087755,-0.013444486932895537
ACOT7,1613,False,False,1613,0.041244328,96.10724973453037,1709.0,0.0018364184228594474,0.004675114777025471,0.01953412444623059,-0.011176003543833956,0.015374816160588157,-0.02726987421004363,0.004130475271259845
ACOT8,473,False,False,473,0.011728931,98.85848054831547,486.0,-0.006341990346208594,-0.0015461328176799788,-0.007035984135566143,-0.003209403729048216,-0.017926318416341045,-0.021545996796504846,-0.029747776063024898
ACOT9,699,False,False,699,0.017352061,98.3130611062844,719.0,0.0047315372310005625,-0.005227513736697776,0.004461969069830804,-0.0029195797812875553,-0.004158318306710402,-2.0,-2.0
ACOX1,744,False,False,744,0.01860701,98.20445988995077,771.0,-0.0047279750076152606,-0.005524326168257602,0.005899067220858756,-0.002056241195208814,0.009244932558680257,-0.021472093377462215,-0.016332256923928302
ACOX2,21,False,False,21,0.00053093926,99.94931943237765,22.0,-7.782510660318594e-05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACOX3,374,False,False,374,0.009267304,99.09740322424945,384.0,-0.0013123940837331657,0.0008641079872646489,-0.0020007667211590753,-0.0028646861604242693,-0.012743766052080474,-2.0,-0.025214144104166312
ACOXL,72,False,False,72,0.0018100203,99.8262380538662,75.0,0.00011539918586871644,-0.002392182439445141,-2.0,-0.007466120220420391,-2.0,-2.0,-2.0
ACP1,296,False,False,296,0.0072642146,99.28564533256106,301.0,-0.00505616051768817,-0.006062108185170373,-0.0028257413302652788,-0.016991604499817868,-0.01643493666161738,-2.0,-0.0017502290983523957
ACP2,1431,False,False,1431,0.03658654,96.5464813205908,1516.0,-0.0005048644138590576,-0.008363882078454664,-0.007845730106493101,-0.0035687487763003574,0.0036143226667239006,-0.02174355210079377,0.005092649822389372
ACP5,1330,False,False,1330,0.03682788,96.79023071725071,1526.0,1.2382403937885095e-05,0.003903257766931702,-0.005456535606937943,-0.0008607741409122853,-0.0027270735345210624,-2.0,-2.0
ACP6,680,False,False,680,0.016845256,98.35891495318081,698.0,0.0050821812454451545,-0.002818768293735713,-0.0045339160878289575,-0.00942557466096,-0.026265817190856508,-0.013365284968511613,-0.027970120686591316
ACPP,180,False,False,180,0.0043440484,99.56559513466551,180.0,-0.002601660779590134,-0.00038105010316711533,-0.006246354921561028,-0.0002909679760429793,-2.0,0.0010994769868208389,-0.019809408124410583
ACR,23,False,False,23,0.0005550729,99.9444927116517,23.0,-0.001216042121240976,-0.0002377376310790234,-0.00045776144842292997,-2.0,-2.0,-2.0,-2.0
ACRBP,689,False,False,689,0.017183125,98.33719470991409,712.0,0.004100043844965546,-0.0009964236951860077,-0.016537730808465635,0.0004372744084959004,-0.011047882913877819,-0.018866538086278774,-0.011153808348738123
ACSBG1,50,False,False,50,0.0012549474,99.87933198185152,52.0,1.3527154354558314e-06,-0.0021605150118368965,-2.0,-2.0,-2.0,-2.0,-2.0
ACSF2,88,False,False,88,0.0021720242,99.7876242880587,90.0,0.013132779191173545,0.003351209982869599,-0.0036871275082892173,-2.0,-0.006553955360297854,-0.005291141045543061,-0.014949027614615508
ACSF3,624,False,False,624,0.015614442,98.4940631335071,647.0,-0.004598647926973151,-0.002585432717426805,0.0035584488164751927,0.0036055916725803543,-0.019860807745558973,-0.011849862837192623,-0.033116725134993606
ACSL1,516,False,False,516,0.012766676,98.75470605270779,529.0,0.004807325304586123,0.009723388781796054,-0.008552063742145418,-0.008324610575155291,-2.0,0.0008668616744862766,-2.0
ACSL3,2727,False,False,2727,0.07088039,93.41876629018245,2937.0,0.00019320402027652827,0.009480516848783685,0.0022532243842990495,-0.009809640519964637,0.03737824262337894,-0.01849006201888306,0.0019289944812653146
ACSL4,457,False,False,457,0.011222126,98.89709431412298,465.0,0.0007751392652691064,-0.0016284222822009753,0.006781117112137751,-0.0067486531767621495,-2.0,-2.0,-6.632234144305419e-05
ACSL5,1193,False,False,1193,0.031156482,97.1208610869775,1291.0,0.0027110909457052465,0.002385878591707675,0.03393618046729227,-0.006875868268979455,-0.013138424466459436,-0.027105274540171465,-0.017626640009069185
ACSL6,98,False,False,98,0.0025098948,99.763490684429,104.0,-0.0024101879041795614,-0.0010663652255566605,-2.0,-2.0,-2.0,-2.0,-0.022300426758178324
ACSM3,12,False,False,12,0.00031373685,99.97103967564436,13.0,-0.000342219632481921,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACSS1,599,False,False,599,0.015180036,98.55439714258132,629.0,0.0016839005790665266,-0.0024269072802881003,-0.005352518500348626,-0.011311637144621398,-0.007407471881594472,-0.0013810472216481979,-2.0
ACSS2,472,False,False,472,0.0116806645,98.86089390867845,484.0,5.6971938195793936e-05,-0.006900212186134358,-0.00765958553868649,-0.006405215997711969,-0.005860069437280058,-0.005540789092931662,-0.013570188266167573
ACSS2OS,6,False,False,6,0.00014480163,99.98551983782218,6.0,-2.0,-2.0,-0.0003888208709247247,-2.0,-2.0,-2.0,-2.0
ACSS3,145,False,False,145,0.0036924414,99.65006274736943,153.0,0.004596828498925621,-0.0026166369048838535,0.00037133822586976926,-2.0,-2.0,-2.0,-2.0
ACTA1,2310,False,False,2310,0.08429868,94.4251375615407,3493.0,0.0919981677917056,0.10040532273393377,0.003998839822273662,-0.0038216155454175965,0.02999076273738789,-2.0,-2.0
ACTA2,2819,False,False,2819,0.09028381,93.19673713678927,3741.0,0.10471617963819187,0.03106695105612864,0.010350430946368595,0.010472853526170693,-0.008635752438394671,-2.0,-0.021712347596034774
ACTB,37477,False,False,37477,3.1410127,9.554493676995845,130151.0,0.03066125021381693,0.009427768724395335,0.021737268967116752,0.012325814489957575,0.006746444383422545,-0.030958332049572886,0.00624411174950248
ACTBL2,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
ACTC1,4379,False,False,4379,0.22275317,89.431894970557,9230.0,0.1564620184269025,0.08474593805544305,0.013538576436221948,0.20024724035552247,-0.005317776678687523,0.0016995187805661051,0.004731071736989388
ACTG1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-0.0004013807124856342,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0015271685554199175
ACTG2,76,False,False,76,0.0018582875,99.81658461241433,77.0,-0.0012357464263227699,-0.00336723274325619,-2.0,-0.004095764229252602,-2.0,-2.0,-2.0
ACTL6A,4016,False,False,4016,0.10587412,90.30794478231489,4387.0,0.0005883820773454993,-0.0038839850216623667,0.008447976650773284,-0.015014962621037777,-0.012764902000782256,0.012622777279735363,-0.05089304634930537
ACTL6B,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.0001384434988804143,-2.0,-2.0,-0.004771891909550081,-2.0,-2.0,-2.0
ACTN1,2453,False,False,2453,0.062626705,94.08002702963607,2595.0,0.0032713100553674024,0.00934292188789839,-0.020997212965327767,-0.0158145719771712,0.054422464710577934,-0.027673092553972795,0.007007229996838734
ACTN2,1185,False,False,1185,0.036803745,97.14016796988126,1525.0,0.024458674077420885,0.03912047480421735,-0.0034414559493536868,-2.0,-2.0,-2.0,0.00753353263557536
ACTN3,165,False,False,165,0.0041268463,99.60179554011005,171.0,0.04137024559297161,0.009743619100695954,-2.0,-2.0,-2.0,-2.0,-2.0
ACTN4,6123,False,False,6123,0.16787335,85.22299449753838,6956.0,0.010306860380115374,0.012764394332255022,0.002549121315247762,-0.03813189227264815,-0.012692530605328772,-0.007489251948810202,-0.0316549006645776
ACTR10,2509,False,False,2509,0.06441259,93.94487884930977,2669.0,0.004526731156260921,-0.007426596440741668,0.007983570678714124,-0.010868502958946851,-0.005001402539963103,0.007789371055997876,-0.017626573411363422
ACTR1A,3828,False,False,3828,0.09979245,90.76165653055315,4135.0,-0.0016035300795525414,0.012135270503884858,-0.00032515829681674396,-0.016863070405007476,-0.019836004445862386,-0.025060810925117867,0.020345395059846713
ACTR1B,2821,False,False,2821,0.07247321,93.19191041606332,3003.0,-0.0032170125961199212,0.006211289012378867,-0.005154429137282276,0.030383030629619206,-0.01513937762295867,-0.00549627604320218,0.007786227139143582
ACTR2,3125,False,False,3125,0.08017183,92.45824886572063,3322.0,0.0030414859079768404,0.0038120415389572998,0.010258730384688046,-0.00423283502858969,-0.030227625096495007,0.028809620817908575,-0.011805884776051467
ACTR3,3989,False,False,3989,0.10394343,90.37310551211507,4307.0,0.0016425066647263705,0.004988054014225216,-0.0013643623335902878,-0.0011475184498277499,0.0074332227257909575,-0.010602419358526799,-0.025135131242147196
ACTR3B,63,False,False,63,0.001520417,99.84795829713293,63.0,-0.0015662990491733014,-0.0018214260213425457,-0.0029387216553693083,-2.0,-2.0,-0.008433879100183382,-2.0
