,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,imp_sumup_Sc,imp_sumup_norm_Sc,imp_sumup_My,imp_sumup_norm_My,imp_sumup_Ept,imp_sumup_norm_Ept
TMTC2,1455,False,False,1455,0.037672557,96.48856067187953,1561.0,0.22493564,0.24798402,1.2839235,0.082230546,2.7041945,0.24842101,3.7761812,0.05715435
TMTC3,486,False,False,486,0.011801332,98.82710686359687,489.0,0.013839688,0.0152577935,0.13911092,0.008909539,0.10023047,0.00920768,2.293232,0.03470919
TMTC4,1058,False,False,1058,0.026595231,97.44666473597837,1102.0,0.021937745,0.02418563,0.7993734,0.0511969,0.59279203,0.054456882,0.66361195,0.010044091
TMUB1,456,False,False,456,0.011197992,98.89950767448596,464.0,0.010251784,0.011302249,0.17705154,0.011339494,0.04054461,0.0037246337,0.32674453,0.0049454384
TMUB2,922,False,False,922,0.02290279,97.77488174534221,949.0,0.022303745,0.024589133,0.41209918,0.026393423,0.086269066,0.007925114,3.3120706,0.05012981
TMX1,2366,False,False,2366,0.060309876,94.2899893812144,2499.0,0.06267333,0.069095254,0.96484834,0.061794963,1.2523531,0.11504751,6.9634843,0.10539574
TMX2,803,False,False,803,0.020030892,98.06207162853558,830.0,0.022331322,0.024619535,0.2029941,0.013001019,0.3180399,0.029216759,0.49427226,0.0074810525
TMX3,1848,False,False,1848,0.046770923,95.54011004923255,1938.0,0.05609075,0.061838176,1.5063714,0.0964775,0.8152899,0.07489667,4.7108164,0.07130051
TMX4,1112,False,False,1112,0.028115649,97.31634327637802,1165.0,0.029203104,0.03219544,1.1879356,0.07608287,0.22806352,0.020951072,0.90340954,0.013673545
TNC,1177,False,False,1177,0.030842746,97.15947485278502,1278.0,0.23479275,0.25885117,0.788972,0.05053073,0.7024752,0.06453293,0.691517,0.010466449
TNF,23,False,False,23,0.0005792065,99.9444927116517,24.0,0.0025167984,0.0027746863,0.022099964,0.0014154207,0.0016271089,0.00014947448,0.0358856,0.00054314604
TNFAIP1,2334,False,False,2334,0.059585866,94.36721691282942,2469.0,0.07899521,0.08708958,2.2298095,0.14281105,0.99116427,0.09105338,15.831359,0.23961537
TNFAIP2,435,False,False,435,0.01098079,98.95018824210831,455.0,0.012683724,0.013983381,0.007128591,0.00045655982,0.0023604953,0.00021684707,0.91210794,0.0138052
TNFAIP3,158,False,False,158,0.0038855101,99.61868906265083,161.0,0.0050146827,0.0055285194,0.010150627,0.0006501101,0.2902441,0.026663294,0.06418451,0.0009714639
TNFAIP6,604,False,False,604,0.01513177,98.54233034076648,627.0,0.017991316,0.019834822,0.32426405,0.020767912,0.13399841,0.012309774,3.0217023,0.045734942
TNFAIP8,2514,False,False,2514,0.065715805,93.93281204749493,2723.0,0.15955526,0.17590432,2.2674022,0.1452187,1.3005567,0.11947573,3.392077,0.051340744
TNFAIP8L1,376,False,False,376,0.009387972,99.09257650352352,389.0,0.0056636753,0.0062440126,0.119291246,0.007640162,0.0049927044,0.00045865515,0.27526873,0.004166327
TNFAIP8L2,35,False,False,35,0.0008446761,99.91553238729607,35.0,0.0026765147,0.0029507678,0.0031898082,0.00020429539,0.001612459,0.00014812866,0.008850503,0.0001339567
TNFAIP8L3,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.002330355,0.0025691385,0.0024235155,0.00015521717,0.0016675666,0.00015319113,0.0086790575,0.00013136177
TNFRSF10B,320,False,False,320,0.007843421,99.2277246838498,325.0,0.0065270434,0.007195847,0.08613342,0.0055165263,0.05295456,0.0048646745,1.3412676,0.02030074
TNFRSF11A,85,False,False,85,0.002123757,99.79486436914759,88.0,0.0033750876,0.0037209212,0.1153249,0.0073861326,0.03348441,0.0030760476,0.0554086,0.00083863625
TNFRSF11B,56,False,False,56,0.001399749,99.86485181967372,58.0,0.003731282,0.0041136136,0.0024688675,0.00015812181,0.006122082,0.0005624055,0.20496626,0.0031022646
TNFRSF12A,165,False,False,165,0.004078579,99.60179554011005,169.0,0.004286358,0.0047255666,0.050075352,0.0032071406,0.089393795,0.008212168,0.2629783,0.003980305
TNFRSF13B,38,False,False,38,0.00091707695,99.90829230620716,38.0,0.0028451858,0.0031367221,0.0027680944,0.00017728619,0.0015608278,0.00014338557,0.017799374,0.00026940223
TNFRSF13C,21,False,False,21,0.00050680566,99.94931943237765,21.0,0.002796938,0.0030835303,0.008265316,0.0005293628,0.0026089004,0.00023966683,0.010799211,0.00016345135
TNFRSF14,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0024967378,0.0027525697,0.0019071329,0.00012214479,0.0016237779,0.00014916848,0.008661388,0.00013109435
TNFRSF17,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022369719,0.0024661864,0.0018677291,0.00011962112,0.0016228909,0.000149087,0.008944098,0.0001353733
TNFRSF18,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0022922044,0.0025270788,0.022541946,0.001443728,0.0016384596,0.00015051723,0.0071268394,0.000107868196
TNFRSF19,1106,False,False,1106,0.02806738,97.33082343855585,1163.0,0.14238717,0.1569771,0.78830445,0.05048798,0.6260557,0.057512656,16.773361,0.25387302
TNFRSF1A,1184,False,False,1184,0.029491264,97.14258133024423,1222.0,0.054408003,0.059983,0.37631258,0.024101425,0.2894663,0.026591841,3.7372015,0.056564372
TNFRSF1B,35,False,False,35,0.00086880976,99.91553238729607,36.0,0.002765317,0.0030486695,0.009469924,0.00060651347,0.0015721966,0.00014442994,0.0087753,0.00013281846
TNFRSF21,740,False,False,740,0.018534608,98.21411333140264,768.0,0.020351773,0.02243715,0.33478224,0.021441564,0.07092666,0.0065156827,2.6851244,0.04064067
TNFRSF22,256,False,False,256,0.006274737,99.38217974707983,260.0,0.005131593,0.0056574093,0.20670986,0.013239001,0.04317477,0.0039662537,0.10589228,0.0016027314
TNFRSF23,32,False,False,32,0.0007722753,99.92277246838498,32.0,0.0027442619,0.0030254568,0.0021580097,0.00013821253,0.0025298148,0.00023240162,0.00873912,0.00013227087
TNFRSF25,75,False,False,75,0.0018341539,99.8189979727773,76.0,0.0032168564,0.0035464764,0.009089964,0.00058217853,0.0022271546,0.00020459772,0.017714152,0.00026811237
TNFRSF26,6,False,False,6,0.00016893522,99.98551983782218,7.0,0.0022785454,0.00251202,0.0019253725,0.00012331297,0.0016424387,0.00015088276,0.008522448,0.00012899142
TNFRSF4,60,False,False,60,0.0014721499,99.85519837822183,61.0,0.0039213225,0.0043231267,0.0046532624,0.0002980242,0.0036630472,0.0003365061,1.3564404,0.02053039
TNFRSF8,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0022879397,0.0025223768,0.0019518237,0.00012500708,0.0016643553,0.00015289611,0.008700036,0.0001316793
TNFRSF9,32,False,False,32,0.0007722753,99.92277246838498,32.0,0.0025981467,0.00286437,0.008075737,0.00051722105,0.22374694,0.020554528,0.108404584,0.0016407564
TNFSF10,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0023567528,0.0025982412,0.002462928,0.0001577414,0.0021920984,0.00020137728,0.008749357,0.0001324258
TNFSF11,19,False,False,19,0.00045853847,99.95414615310358,19.0,0.002266394,0.0024986237,0.100234166,0.0064196265,0.0016452026,0.00015113666,0.008554711,0.00012947973
TNFSF12,107,False,False,107,0.0026546963,99.74177044116227,110.0,0.004048153,0.0044629527,0.10528539,0.0067431387,0.002250949,0.00020678359,0.01081067,0.00016362478
TNFSF13B,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.0023887912,0.0026335623,0.00227133,0.00014547027,0.0016034722,0.00014730309,0.011406332,0.00017264042
TNFSF13OS,30,False,False,30,0.0007481417,99.92759918911092,31.0,0.0026513543,0.0029230292,0.009925162,0.00063566986,0.0024446798,0.00022458068,0.00902419,0.00013658553
TNFSF14,39,False,False,39,0.0009894777,99.9058789458442,41.0,0.004481252,0.00494043,0.002432015,0.00015576155,0.001572213,0.00014443145,0.008657605,0.0001310371
TNFSF15,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0023446768,0.0025849277,0.0019037694,0.00012192938,0.002326859,0.00021375706,0.008778143,0.00013286149
TNFSF4,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0023066718,0.0025430287,0.0027733285,0.00017762142,0.0027083065,0.00024879875,0.008700388,0.00013168463
TNFSF9,147,False,False,147,0.0036683078,99.6452360266435,152.0,0.0035810734,0.0039480133,0.017442916,0.001117154,0.006845327,0.00062884646,0.02422484,0.0003666548
TNFSFM13,7,False,False,7,0.00019306883,99.98310647745922,8.0,0.0021811824,0.0024046805,0.0018958503,0.00012142218,0.0016749653,0.0001538708,0.008707126,0.00013178661
TNIK,578,False,False,578,0.01433536,98.60507771020369,594.0,0.012766619,0.014074771,0.29143828,0.018665541,1.5133957,0.1390282,2.820632,0.042691644
TNIP1,924,False,False,924,0.023119992,97.77005502461627,958.0,0.03246554,0.035792172,0.4792054,0.030691331,0.3449445,0.03168835,3.3865156,0.05125657
TNIP2,235,False,False,235,0.0058161984,99.43286031470218,241.0,0.008122137,0.008954384,0.1183596,0.0075804936,0.047720958,0.004383889,1.9676937,0.029782007
TNIP3,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0027630816,0.0030462053,0.0019137501,0.0001225686,0.0023307672,0.0002141161,0.0089762155,0.00013585942
TNK1,130,False,False,130,0.0032097693,99.68626315281398,133.0,0.0042948043,0.004734878,0.0140975965,0.00090289884,0.0021656912,0.00019895138,3.0921166,0.0468007
TNK2,946,False,False,946,0.02343373,97.71696109663095,971.0,0.026532646,0.029251354,0.48837468,0.031278584,0.49053687,0.045063205,1.4879804,0.02252131
TNKS,532,False,False,532,0.013249349,98.71609228690028,549.0,0.030016806,0.03309252,0.32437918,0.020775285,0.08407442,0.007723503,2.3991442,0.03631222
TNKS1BP1,929,False,False,929,0.023747467,97.75798822280143,984.0,0.015796084,0.017414656,0.5115093,0.032760277,1.0636418,0.097711526,0.7086578,0.010725883
TNKS2,5520,False,False,5520,0.15015928,86.67825079640892,6222.0,0.18095413,0.19949587,8.052014,0.51570165,3.3257203,0.30551755,24.262753,0.3672286
TNMD,179,False,False,179,0.0044405833,99.56800849502848,184.0,0.0062937564,0.0069386554,0.21030104,0.013469002,0.021804033,0.002003029,0.06786987,0.0010272437
TNN,18,False,False,18,0.00043440488,99.95655951346654,18.0,0.0027279116,0.003007431,0.031704057,0.0020305272,0.002211276,0.00020313902,0.008915063,0.00013493384
TNNC1,1994,False,False,1994,0.06656048,95.18775943623902,2758.0,0.34145233,0.37643978,1.221935,0.078260414,7.3419194,0.67446595,0.51805365,0.007840996
TNNC2,851,False,False,851,0.023844,97.94623033111304,988.0,0.037299585,0.041121542,0.23475671,0.015035296,3.811898,0.3501803,0.010993687,0.00016639482
TNNI1,1799,False,False,1799,0.05888599,95.65836470701805,2440.0,0.24546252,0.27061424,0.4226556,0.027069526,8.424071,0.773878,2.6507406,0.040120255
TNNI2,286,False,False,286,0.0072159474,99.30977893619075,299.0,0.0047279354,0.0052123903,0.010965394,0.00070229283,2.1031609,0.19320703,0.008605623,0.00013025031
TNNI3,141,False,False,141,0.0035235062,99.6597161888213,146.0,0.0046827374,0.005162562,0.03186464,0.002040812,0.012646493,0.001161771,0.00888531,0.00013448352
TNNI3K,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.0023855832,0.0026300256,0.0024577165,0.00015740763,0.0015675147,0.00014399985,0.044222366,0.00066932716
TNNT1,3342,False,False,3342,0.121850565,91.93454966695627,5049.0,0.72129536,0.79520404,3.7307389,0.23893999,7.398917,0.6797021,0.540097,0.008174633
TNNT2,1401,False,False,1401,0.043295685,96.61888213147988,1794.0,0.2622262,0.28909558,0.42706105,0.027351677,4.4194055,0.405989,1.4784526,0.022377102
TNNT3,643,False,False,643,0.017883,98.44820928661068,741.0,0.14932545,0.16462632,0.2536806,0.0162473,4.9311934,0.45300442,0.01439221,0.00021783315
TNPO1,2851,False,False,2851,0.07252148,93.11950960517424,3005.0,0.10642443,0.117329374,1.6738158,0.1072017,4.086757,0.37543026,6.1957393,0.09377555
TNPO2,2874,False,False,2874,0.07324549,93.06400231682595,3035.0,0.12634635,0.13929263,2.2505383,0.14413863,0.70173544,0.06446498,10.797431,0.1634244
TNPO3,4627,False,False,4627,0.122188434,88.83338160054059,5063.0,0.17196023,0.18958041,1.767304,0.113189265,1.2539072,0.11519027,13.425071,0.20319502
TNR,32,False,False,32,0.0007722753,99.92277246838498,32.0,0.0027333233,0.0030133973,0.0026868742,0.00017208434,0.0026733696,0.0002455893,0.24430496,0.0036976752
TNRC18,2211,False,False,2211,0.056279562,94.66406023747466,2332.0,0.14234713,0.15693294,2.9998188,0.19212727,1.3900512,0.12769715,10.015792,0.15159391
TNRC6A,3889,False,False,3889,0.102447145,90.614441548412,4245.0,0.18579751,0.20483553,3.694024,0.23658854,3.1656141,0.29080933,15.16405,0.22951533
TNRC6B,2645,False,False,2645,0.06981851,93.61666183994593,2893.0,0.05374191,0.059248656,1.222588,0.07830223,0.65864414,0.060506392,7.6834702,0.11629308
TNRC6C,2372,False,False,2372,0.061251085,94.27550921903659,2538.0,0.08218173,0.09060261,1.909971,0.122326575,0.65285516,0.05997459,6.832771,0.10341732
TNS1,1523,False,False,1523,0.038444832,96.3244521671976,1593.0,0.05508839,0.060733106,0.8559052,0.054817557,0.37657592,0.034594174,2.1941373,0.03320934
TNS2,699,False,False,699,0.017424462,98.3130611062844,722.0,0.023239205,0.025620446,0.4222207,0.027041672,0.4506781,0.041401573,0.3061168,0.004633227
TNS3,4885,False,False,4885,0.13413458,88.21073462689448,5558.0,0.29737425,0.32784513,6.430225,0.41183206,1.9362113,0.1778702,11.719139,0.17737491
TNS4,45,False,False,45,0.0010860121,99.89139878366638,45.0,0.002666327,0.0029395362,0.013568721,0.0008690263,0.0016496325,0.0001515436,0.7248393,0.010970798
TOB1,752,False,False,752,0.018679408,98.185153007047,774.0,0.01341926,0.014794285,0.28409085,0.018194968,0.08174198,0.007509233,0.2713273,0.004106671
TOB2,538,False,False,538,0.013249349,98.70161212472246,549.0,0.008165658,0.009002365,0.12028454,0.0077037783,0.16323121,0.014995247,1.0183402,0.015413078
TOE1,950,False,False,950,0.023819868,97.70730765517908,987.0,0.034127735,0.037624683,0.46266037,0.029631682,0.43390438,0.03986066,2.342935,0.03546147
TOLLIP,1185,False,False,1185,0.029636065,97.14016796988126,1228.0,0.052262306,0.05761744,0.5441547,0.034851097,0.20033243,0.018403554,6.525955,0.09877352
TOM1,118,False,False,118,0.0030891013,99.71522347716962,128.0,0.0038064073,0.0041964366,0.16452135,0.010536983,0.07103427,0.006525568,1.4066762,0.02129073
TOM1L1,810,False,False,810,0.020441161,98.0451781059948,847.0,0.028977482,0.031946708,0.13511929,0.008653889,0.12415777,0.011405762,5.6820316,0.08600033
TOM1L2,714,False,False,714,0.017714065,98.27686070083985,734.0,0.011662836,0.012857887,0.2621827,0.01679183,0.019246386,0.0017680706,0.3849989,0.005827146
TOMM20,1016,False,False,1016,0.02531615,97.54802587122309,1049.0,0.017458282,0.019247172,0.32609162,0.020884957,0.65791297,0.06043922,3.067146,0.046422753
TOMM20L,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0023381724,0.002577757,0.0021427646,0.00013723614,0.0016924288,0.00015547509,0.008902964,0.00013475072
TOMM22,2737,False,False,2737,0.070470124,93.39463268655275,2920.0,0.104723945,0.11545465,2.0546975,0.13159576,0.5509976,0.050617438,12.080444,0.18284343
TOMM34,763,False,False,763,0.018896611,98.15860604305435,783.0,0.01581861,0.017439488,0.5809316,0.03720652,0.16924998,0.015548161,1.5985332,0.02419458
TOMM40,3562,False,False,3562,0.09308331,91.403610387103,3857.0,0.088103384,0.09713103,1.8039907,0.11553892,1.4738483,0.13539518,15.700048,0.23762791
TOMM40L,1034,False,False,1034,0.02577469,97.50458538468965,1068.0,0.027985437,0.030853007,0.46080756,0.029513016,0.3701649,0.034005225,3.0752952,0.046546098
TOMM5,738,False,False,738,0.01814847,98.21894005212859,752.0,0.015845343,0.017468961,0.6433064,0.041201387,0.6008738,0.055199318,5.549256,0.0839907
TOMM6,169,False,False,169,0.004078579,99.59214209865817,169.0,0.0049538477,0.005461451,0.056361943,0.0036097735,0.1723414,0.015832156,0.14384706,0.0021771956
TOMM6OS,73,False,False,73,0.0017858867,99.82382469350324,74.0,0.0035752677,0.0039416132,0.0028854457,0.0001848021,0.0023590138,0.00021671098,0.008627467,0.00013058093
TOMM7,3250,False,False,3250,0.08384014,92.15657882034945,3474.0,0.15441787,0.17024052,1.5722705,0.1006981,1.1582483,0.10640256,15.4738,0.23420353
TOMM70A,3202,False,False,3202,0.083888404,92.27242011777199,3476.0,0.13456573,0.14835422,1.4097538,0.0902895,0.62503904,0.057419255,3.8448489,0.058193665
TOMT,17,False,False,17,0.00043440488,99.95897287382952,18.0,0.0026949723,0.002971117,0.0026184402,0.0001677014,0.0016238652,0.0001491765,0.008732446,0.00013216984
TONSL,3386,False,False,3386,0.087363645,91.82836181098561,3620.0,0.08724395,0.09618354,2.5818872,0.1653603,0.9281851,0.08526779,4.880511,0.07386892
TOP1,13346,False,False,13346,0.41835603,67.7912925958104,17335.0,0.22194056,0.24468204,10.501795,0.672601,7.152408,0.65705645,30.14099,0.4561986
TOP1MT,468,False,False,468,0.0116806645,98.87054735013032,484.0,0.007816694,0.008617644,0.105614655,0.0067642266,0.18672769,0.017153753,0.7524153,0.011388173
TOP2A,16297,False,False,16297,0.576407,60.66946616468771,23884.0,0.4087746,0.45066035,8.395663,0.5377111,9.127762,0.8385225,29.599365,0.44800085
TOP2B,8146,False,False,8146,0.23284101,80.34076648325129,9648.0,0.26926485,0.29685545,8.156177,0.5223729,2.4664872,0.22658402,24.785778,0.37514484
TOP3A,648,False,False,648,0.016024712,98.43614248479582,664.0,0.015376509,0.016952086,0.17304958,0.011083185,0.6353634,0.058367703,0.37118658,0.0056180907
TOP3B,1008,False,False,1008,0.025123082,97.56733275412685,1041.0,0.022885025,0.025229974,0.3841245,0.02460175,0.718523,0.06600717,3.7186663,0.05628383
TOPAZ1,10,False,False,10,0.00026546963,99.97586639637031,11.0,0.0031449457,0.0034671973,0.0029737817,0.00019045969,0.0016337665,0.00015008608,0.008756515,0.00013253413
TOPBP1,3276,False,False,3276,0.08475722,92.09383145091226,3512.0,0.13442437,0.14819838,1.2443025,0.07969296,0.30900213,0.028386503,11.856925,0.17946036
TOPORS,2984,False,False,2984,0.07816874,92.79853267689931,3239.0,0.07680362,0.08467342,2.1732297,0.1391873,0.48010978,0.04410532,6.495386,0.09831084
TOPORSOS,231,False,False,231,0.0056231297,99.44251375615407,233.0,0.0041673,0.0045943093,0.16522326,0.010581938,0.037571557,0.0034515138,1.0710669,0.01621112
TOR1A,1506,False,False,1506,0.03769669,96.36547929336808,1562.0,0.036774334,0.040542472,2.5060253,0.16050163,0.37035474,0.034022667,4.8612013,0.07357666
TOR1AIP1,1457,False,False,1457,0.03649001,96.48373395115358,1512.0,0.028630333,0.031563986,0.831085,0.053227916,0.5895558,0.054159585,6.4459615,0.097562775
TOR1AIP2,2841,False,False,2841,0.07326962,93.14364320880394,3036.0,0.134275,0.14803371,3.1093142,0.19914004,0.7163462,0.06580719,7.3621063,0.11142908
TOR1B,2197,False,False,2197,0.0563037,94.69784728255624,2333.0,0.08999662,0.09921827,1.3089089,0.08383076,1.4245778,0.13086894,5.0337324,0.076188
TOR2A,1463,False,False,1463,0.03668308,96.46925378897578,1520.0,0.05909673,0.06515217,0.82598585,0.052901335,0.44387427,0.040776543,10.226369,0.15478109
TOR3A,104,False,False,104,0.0025098948,99.74901052225118,104.0,0.004438157,0.00489292,0.0055930666,0.00035821518,0.0093525965,0.0008591769,1.5688081,0.023744678
TOR4A,99,False,False,99,0.002437494,99.76107732406602,101.0,0.003977687,0.004385267,0.059495833,0.0038104875,0.0025880767,0.00023775386,7.4954333,0.11344704
TOX,990,False,False,990,0.025798822,97.6107732406603,1069.0,0.087385416,0.096339494,0.7654783,0.04902605,0.03907701,0.0035898124,0.5726203,0.008666888
TOX2,461,False,False,461,0.011946133,98.8874408726711,495.0,0.013878353,0.015300418,0.13991821,0.008961243,0.06611027,0.0060732244,2.3435304,0.03547048
TOX3,521,False,False,521,0.01279081,98.74263925089294,530.0,0.013217402,0.014571744,0.21286033,0.013632915,0.02810177,0.0025815712,1.1201361,0.01695381
TOX4,1809,False,False,1809,0.04609518,95.63423110338836,1910.0,0.059805557,0.06593363,0.78361875,0.050187875,0.18251802,0.01676703,2.1273744,0.03219885
TPBG,1725,False,False,1725,0.04312675,95.83695337387779,1787.0,0.12048405,0.13282964,0.7898401,0.050586328,0.9132827,0.08389878,10.143968,0.1535339
TPBPA,51,False,False,51,0.001279081,99.87691862148857,53.0,0.06551022,0.07222282,0.0021520662,0.00013783186,0.0016437221,0.00015100066,7.117775,0.10773101
TPBPB,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0026189112,0.002887262,0.008957537,0.00057369703,0.0016690728,0.0001533295,0.022461059,0.0003399591
TPCN1,808,False,False,808,0.020055024,98.05000482672072,831.0,0.031251997,0.034454282,0.31844562,0.020395262,0.2172212,0.01995504,1.1579713,0.01752646
TPCN2,77,False,False,77,0.0019306883,99.81417125205135,80.0,0.004872317,0.005371567,0.0028808976,0.0001845108,0.00521414,0.00047899733,0.037551068,0.0005683538
TPD52,478,False,False,478,0.012042669,98.84641374650063,499.0,0.008863304,0.009771495,0.09694038,0.006208672,0.053466063,0.004911664,4.3776593,0.06625801
TPD52L1,799,False,False,799,0.020006757,98.07172506998745,829.0,0.0739827,0.08156345,0.28393656,0.018185085,1.2736281,0.117001936,1.6369361,0.02477583
TPD52L2,3183,False,False,3183,0.08229559,92.3182739646684,3410.0,0.1311063,0.14454031,3.1050766,0.19886865,1.0552418,0.09693987,12.237996,0.18522805
TPGS1,2429,False,False,2429,0.062723234,94.13794767834733,2599.0,0.08322251,0.091750026,2.2656686,0.14510767,0.5001204,0.045943595,8.894175,0.13461769
TPGS2,2142,False,False,2142,0.05519355,94.83058210251954,2287.0,0.081517726,0.08987057,1.545149,0.09896106,0.5406954,0.049671024,8.365409,0.12661456
TPH1,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.002485181,0.002739829,0.0032104752,0.00020561903,0.002077743,0.000190872,0.008735625,0.00013221796
TPH2,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.0023942695,0.002639602,0.0032624253,0.00020894625,0.001658109,0.0001523223,0.008774678,0.00013280904
TPI1,5015,False,False,5015,0.1372478,87.89699777970846,5687.0,0.16928744,0.18663374,4.394851,0.28147393,4.82833,0.44355488,13.867965,0.20989843
TPK1,280,False,False,280,0.0069746114,99.32425909836857,289.0,0.008940023,0.009856077,0.07526132,0.004820208,0.004005618,0.00036797635,0.031235646,0.0004727668
TPM1,14509,False,False,14509,0.50608164,64.984554493677,20970.0,0.49607903,0.5469105,12.679007,0.81204337,10.132295,0.93080395,22.87016,0.34615102
TPM2,5463,False,False,5463,0.20694566,86.81581233709818,8575.0,0.58043355,0.6399086,4.2097025,0.26961583,7.642826,0.7021088,4.522638,0.06845234
TPM3,3797,False,False,3797,0.09757216,90.8364707018052,4043.0,0.15147139,0.16699214,3.7852805,0.24243318,1.4455345,0.13279413,5.4927163,0.08313495
TPM3-RS7,1466,False,False,1466,0.036369342,96.46201370788687,1507.0,0.08034123,0.088573515,1.1629349,0.07448167,0.86299896,0.07927946,5.3141513,0.08043228
TPM4,7458,False,False,7458,0.20711459,82.00115841297423,8582.0,0.21250048,0.23427467,8.410467,0.5386592,3.323323,0.3052973,21.47214,0.32499132
TPMT,462,False,False,462,0.011415195,98.88502751230814,473.0,0.010246392,0.011296304,0.08103667,0.005190098,0.024696289,0.0022687262,0.21811503,0.0033012775
TPP1,571,False,False,571,0.014069891,98.62197123274447,583.0,0.016400415,0.018080909,0.14076766,0.009015647,0.029326065,0.002694041,3.4888065,0.05280479
TPP2,2835,False,False,2835,0.07339029,93.15812337098176,3041.0,0.092050225,0.101482294,2.5976279,0.16636844,0.5680327,0.052182365,6.1577272,0.093200214
TPPP,21,False,False,21,0.00050680566,99.94931943237765,21.0,0.0027851332,0.0030705163,0.002370448,0.00015181841,0.003371614,0.00030973356,0.03522044,0.00053307856
TPPP3,798,False,False,798,0.020658365,98.07413843035042,856.0,0.036189232,0.039897416,0.23586813,0.015106479,2.7216127,0.25002113,0.008271941,0.00012519988
TPR,11858,False,False,11858,0.37040254,71.38237281590887,15348.0,0.2039622,0.22486152,8.41828,0.53915966,5.4012556,0.49618673,29.208155,0.4420797
TPRA1,760,False,False,760,0.019210348,98.16584612414326,796.0,0.018321615,0.020198965,0.21584894,0.013824324,0.17974465,0.016512254,2.0578508,0.031146577
TPRG,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0022558453,0.002486994,0.0019371515,0.00012406737,0.00287724,0.00026431787,0.008867495,0.00013421386
TPRGL,2863,False,False,2863,0.07339029,93.0905492808186,3041.0,0.08924388,0.098388396,1.4059197,0.09004394,1.1284177,0.10366218,5.1717114,0.07827638
TPRKB,1437,False,False,1437,0.036465876,96.53200115841297,1511.0,0.038626418,0.042584337,0.97325385,0.062333297,1.7211162,0.15811045,5.5092425,0.08338508
TPRN,275,False,False,275,0.0066608745,99.33632590018343,276.0,0.0060611297,0.0066821924,0.059891228,0.0038358113,0.0026673265,0.00024503414,0.534527,0.0080903275
TPSAB1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0024347976,0.0026842828,0.0026842838,0.00017191844,0.0016023292,0.0001471981,0.008791334,0.00013306114
TPSB2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.002350402,0.0025912395,0.0023875497,0.00015291371,0.0016070222,0.00014762922,0.008725737,0.00013206831
TPSG1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022770944,0.0025104205,0.0019283205,0.00012350178,0.0015942383,0.00014645483,0.008846393,0.00013389449
TPST1,1051,False,False,1051,0.025822956,97.46355825851917,1070.0,0.025688311,0.028320502,0.71967393,0.04609245,0.5545302,0.050941955,1.8722262,0.02833706
TPST2,896,False,False,896,0.022323584,97.83762911477942,925.0,0.043538842,0.04800012,0.40738207,0.026091311,0.14410664,0.013238367,0.40724996,0.0061639273
TPT1,411,False,False,411,0.010087847,99.00810889081959,418.0,0.0063468697,0.0069972114,0.4534807,0.029043758,0.26717275,0.024543844,1.9175385,0.029022882
TPTE,24,False,False,24,0.0005792065,99.94207935128874,24.0,0.0028929592,0.0031893908,0.0027863851,0.00017845765,0.0016358268,0.00015027534,5.9097548,0.08944702
TPX2,6188,False,False,6188,0.17163819,85.06612607394536,7112.0,0.15821959,0.1744318,5.0823636,0.32550657,1.6710308,0.15350936,28.61567,0.43311214
TRA2A,6706,False,False,6706,0.18841104,83.81600540592721,7807.0,0.17124148,0.188788,5.492882,0.3517987,3.1795797,0.2920923,14.962124,0.22645907
TRA2B,3997,False,False,3997,0.10440197,90.35379862921131,4326.0,0.12881798,0.14201751,2.4988463,0.16004185,2.2022302,0.20230803,16.278488,0.24638288
TRABD,1244,False,False,1244,0.031084081,96.99777970846607,1288.0,0.049950402,0.05506865,0.5469973,0.035033148,0.17700815,0.016260866,1.462643,0.022137817
TRABD2B,360,False,False,360,0.00917077,99.13119026933101,380.0,0.14553685,0.16044952,0.27229118,0.01743924,0.06261444,0.00575208,0.2889598,0.0043735476
TRAC,37,False,False,37,0.00094121054,99.91070566657014,39.0,0.0028480876,0.0031399212,0.006236834,0.0003994461,0.006276809,0.0005766195,0.008597678,0.00013013005
TRADD,390,False,False,390,0.009725843,99.05878945844194,403.0,0.0062259086,0.006863856,0.4115415,0.026357708,0.1525255,0.014011767,1.5709965,0.0237778
